Freq.	V(vout+)-V(vout-)
3.16227766016834e+000	(9.14301401579343e-001dB,-1.79210919569320e+002°)
3.23593656929625e+000	(9.14339590195414e-001dB,-1.79229426160063e+002°)
3.31131121482587e+000	(9.14376059650951e-001dB,-1.79247524388946e+002°)
3.38844156139199e+000	(9.14410887260168e-001dB,-1.79265223838104e+002°)
3.46736850452528e+000	(9.14444146858456e-001dB,-1.79282533879150e+002°)
3.54813389233571e+000	(9.14475908958643e-001dB,-1.79299463678090e+002°)
3.63078054770097e+000	(9.14506240900284e-001dB,-1.79316022200119e+002°)
3.71535229097168e+000	(9.14535206992160e-001dB,-1.79332218214326e+002°)
3.80189396320557e+000	(9.14562868648499e-001dB,-1.79348060298290e+002°)
3.89045144994276e+000	(9.14589284519011e-001dB,-1.79363556842582e+002°)
3.98107170553492e+000	(9.14614510613072e-001dB,-1.79378716055174e+002°)
4.07380277804108e+000	(9.14638600418316e-001dB,-1.79393545965745e+002°)
4.16869383470330e+000	(9.14661605013958e-001dB,-1.79408054429905e+002°)
4.26579518801587e+000	(9.14683573178970e-001dB,-1.79422249133320e+002°)
4.36515832240161e+000	(9.14704551495388e-001dB,-1.79436137595760e+002°)
4.46683592150958e+000	(9.14724584447008e-001dB,-1.79449727175051e+002°)
4.57088189614869e+000	(9.14743714513611e-001dB,-1.79463025070950e+002°)
4.67735141287192e+000	(9.14761982260971e-001dB,-1.79476038328932e+002°)
4.78630092322632e+000	(9.14779426426788e-001dB,-1.79488773843905e+002°)
4.89778819368440e+000	(9.14796084002769e-001dB,-1.79501238363841e+002°)
5.01187233627266e+000	(9.14811990313023e-001dB,-1.79513438493329e+002°)
5.12861383991358e+000	(9.14827179088899e-001dB,-1.79525380697061e+002°)
5.24807460249766e+000	(9.14841682540473e-001dB,-1.79537071303239e+002°)
5.37031796370246e+000	(9.14855531424789e-001dB,-1.79548516506909e+002°)
5.49540873857618e+000	(9.14868755111084e-001dB,-1.79559722373237e+002°)
5.62341325190342e+000	(9.14881381642998e-001dB,-1.79570694840701e+002°)
5.75439937337150e+000	(9.14893437797999e-001dB,-1.79581439724232e+002°)
5.88843655355582e+000	(9.14904949144184e-001dB,-1.79591962718279e+002°)
6.02559586074350e+000	(9.14915940094437e-001dB,-1.79602269399817e+002°)
6.16595001861474e+000	(9.14926433958180e-001dB,-1.79612365231294e+002°)
6.30957344480185e+000	(9.14936452990806e-001dB,-1.79622255563514e+002°)
6.45654229034647e+000	(9.14946018440824e-001dB,-1.79631945638468e+002°)
6.60693448007587e+000	(9.14955150594920e-001dB,-1.79641440592096e+002°)
6.76082975391973e+000	(9.14963868820979e-001dB,-1.79650745457009e+002°)
6.91830970918928e+000	(9.14972191609108e-001dB,-1.79659865165147e+002°)
7.07945784384129e+000	(9.14980136610841e-001dB,-1.79668804550382e+002°)
7.24435960074981e+000	(9.14987720676616e-001dB,-1.79677568351080e+002°)
7.41310241300908e+000	(9.14994959891424e-001dB,-1.79686161212602e+002°)
7.58577575029174e+000	(9.15001869608962e-001dB,-1.79694587689763e+002°)
7.76247116628682e+000	(9.15008464484158e-001dB,-1.79702852249241e+002°)
7.94328234724271e+000	(9.15014758504274e-001dB,-1.79710959271939e+002°)
8.12830516164089e+000	(9.15020765018548e-001dB,-1.79718913055303e+002°)
8.31763771102660e+000	(9.15026496766464e-001dB,-1.79726717815594e+002°)
8.51138038202365e+000	(9.15031965904826e-001dB,-1.79734377690124e+002°)
8.70963589956069e+000	(9.15037184033504e-001dB,-1.79741896739439e+002°)
8.91250938133734e+000	(9.15042162220032e-001dB,-1.79749278949475e+002°)
9.12010839355898e+000	(9.15046911023068e-001dB,-1.79756528233660e+002°)
9.33254300796979e+000	(9.15051440514812e-001dB,-1.79763648434993e+002°)
9.54992586021423e+000	(9.15055760302336e-001dB,-1.79770643328073e+002°)
9.77237220955798e+000	(9.15059879547969e-001dB,-1.79777516621100e+002°)
9.99999999999987e+000	(9.15063806988739e-001dB,-1.79784271957838e+002°)
1.02329299228074e+001	(9.15067550954873e-001dB,-1.79790912919543e+002°)
1.04712854805089e+001	(9.15071119387490e-001dB,-1.79797443026862e+002°)
1.07151930523759e+001	(9.15074519855438e-001dB,-1.79803865741694e+002°)
1.09647819614317e+001	(9.15077759571321e-001dB,-1.79810184469027e+002°)
1.12201845430195e+001	(9.15080845406841e-001dB,-1.79816402558739e+002°)
1.14815362149687e+001	(9.15083783907311e-001dB,-1.79822523307373e+002°)
1.17489755493951e+001	(9.15086581305606e-001dB,-1.79828549959882e+002°)
1.20226443461740e+001	(9.15089243535337e-001dB,-1.79834485711351e+002°)
1.23026877081236e+001	(9.15091776243443e-001dB,-1.79840333708684e+002°)
1.25892541179415e+001	(9.15094184802185e-001dB,-1.79846097052278e+002°)
1.28824955169312e+001	(9.15096474320525e-001dB,-1.79851778797660e+002°)
1.31825673855639e+001	(9.15098649654980e-001dB,-1.79857381957107e+002°)
1.34896288259164e+001	(9.15100715419900e-001dB,-1.79862909501245e+002°)
1.38038426460287e+001	(9.15102675997277e-001dB,-1.79868364360619e+002°)
1.41253754462274e+001	(9.15104535546035e-001dB,-1.79873749427247e+002°)
1.44543977074591e+001	(9.15106298010876e-001dB,-1.79879067556153e+002°)
1.47910838816819e+001	(9.15107967130596e-001dB,-1.79884321566879e+002°)
1.51356124843619e+001	(9.15109546446079e-001dB,-1.79889514244979e+002°)
1.54881661891246e+001	(9.15111039307768e-001dB,-1.79894648343497e+002°)
1.58489319246109e+001	(9.15112448882795e-001dB,-1.79899726584423e+002°)
1.62181009735891e+001	(9.15113778161713e-001dB,-1.79904751660137e+002°)
1.65958690743754e+001	(9.15115029964824e-001dB,-1.79909726234833e+002°)
1.69824365246172e+001	(9.15116206948171e-001dB,-1.79914652945937e+002°)
1.73780082874935e+001	(9.15117311609198e-001dB,-1.79919534405499e+002°)
1.77827941003890e+001	(9.15118346292024e-001dB,-1.79924373201578e+002°)
1.81970085860996e+001	(9.15119313192452e-001dB,-1.79929171899615e+002°)
1.86208713666284e+001	(9.15120214362624e-001dB,-1.79933933043792e+002°)
1.90546071796322e+001	(9.15121051715378e-001dB,-1.79938659158382e+002°)
1.94984459975802e+001	(9.15121827028321e-001dB,-1.79943352749083e+002°)
1.99526231496885e+001	(9.15122541947627e-001dB,-1.79948016304346e+002°)
2.04173794466950e+001	(9.15123197991500e-001dB,-1.79952652296700e+002°)
2.08929613085401e+001	(9.15123796553471e-001dB,-1.79957263184055e+002°)
2.13796208950220e+001	(9.15124338905312e-001dB,-1.79961851411006e+002°)
2.18776162394952e+001	(9.15124826199783e-001dB,-1.79966419410132e+002°)
2.23872113856831e+001	(9.15125259473086e-001dB,-1.79970969603283e+002°)
2.29086765276774e+001	(9.15125639647101e-001dB,-1.79975504402860e+002°)
2.34422881531989e+001	(9.15125967531323e-001dB,-1.79980026213099e+002°)
2.39883291901946e+001	(9.15126243824666e-001dB,-1.79984537431342e+002°)
2.45470891568500e+001	(9.15126469116906e-001dB,-1.79989040449307e+002°)
2.51188643150954e+001	(9.15126643890034e-001dB,-1.79993537654356e+002°)
2.57039578276883e+001	(9.15126768519235e-001dB,-1.79998031430760e+002°)
2.63026799189534e+001	(9.15126843273779e-001dB,1.79997475839038e+002°)
2.69153480392688e+001	(9.15126868317614e-001dB,1.79992981773162e+002°)
2.75422870333813e+001	(9.15126843709746e-001dB,1.79988483989038e+002°)
2.81838293126441e+001	(9.15126769404434e-001dB,1.79983980102135e+002°)
2.88403150312656e+001	(9.15126645251113e-001dB,1.79979467724700e+002°)
2.95120922666634e+001	(9.15126470994165e-001dB,1.79974944464493e+002°)
3.01995172040197e+001	(9.15126246272427e-001dB,1.79970407923522e+002°)
3.09029543251355e+001	(9.15125970618466e-001dB,1.79965855696769e+002°)
3.16227766016833e+001	(9.15125643457717e-001dB,1.79961285370922e+002°)
3.23593656929624e+001	(9.15125264107281e-001dB,1.79956694523089e+002°)
3.31131121482586e+001	(9.15124831774618e-001dB,1.79952080719524e+002°)
3.38844156139198e+001	(9.15124345555927e-001dB,1.79947441514329e+002°)
3.46736850452527e+001	(9.15123804434352e-001dB,1.79942774448168e+002°)
3.54813389233570e+001	(9.15123207277908e-001dB,1.79938077046956e+002°)
3.63078054770096e+001	(9.15122552837265e-001dB,1.79933346820555e+002°)
3.71535229097167e+001	(9.15121839743155e-001dB,1.79928581261456e+002°)
3.80189396320556e+001	(9.15121066503686e-001dB,1.79923777843446e+002°)
3.89045144994275e+001	(9.15120231501280e-001dB,1.79918934020277e+002°)
3.98107170553491e+001	(9.15119332989438e-001dB,1.79914047224315e+002°)
4.07380277804107e+001	(9.15118369089249e-001dB,1.79909114865182e+002°)
4.16869383470329e+001	(9.15117337785556e-001dB,1.79904134328385e+002°)
4.26579518801586e+001	(9.15116236922937e-001dB,1.79899102973933e+002°)
4.36515832240159e+001	(9.15115064201384e-001dB,1.79894018134941e+002°)
4.46683592150956e+001	(9.15113817171654e-001dB,1.79888877116215e+002°)
4.57088189614868e+001	(9.15112493230394e-001dB,1.79883677192831e+002°)
4.67735141287191e+001	(9.15111089614891e-001dB,1.79878415608694e+002°)
4.78630092322631e+001	(9.15109603397567e-001dB,1.79873089575074e+002°)
4.89778819368439e+001	(9.15108031480127e-001dB,1.79867696269138e+002°)
5.01187233627265e+001	(9.15106370587371e-001dB,1.79862232832456e+002°)
5.12861383991357e+001	(9.15104617260694e-001dB,1.79856696369484e+002°)
5.24807460249765e+001	(9.15102767851176e-001dB,1.79851083946043e+002°)
5.37031796370245e+001	(9.15100818512350e-001dB,1.79845392587759e+002°)
5.49540873857616e+001	(9.15098765192568e-001dB,1.79839619278495e+002°)
5.62341325190340e+001	(9.15096603627014e-001dB,1.79833760958756e+002°)
5.75439937337148e+001	(9.15094329329216e-001dB,1.79827814524073e+002°)
5.88843655355580e+001	(9.15091937582284e-001dB,1.79821776823362e+002°)
6.02559586074348e+001	(9.15089423429524e-001dB,1.79815644657257e+002°)
6.16595001861473e+001	(9.15086781664774e-001dB,1.79809414776424e+002°)
6.30957344480184e+001	(9.15084006822169e-001dB,1.79803083879839e+002°)
6.45654229034646e+001	(9.15081093165417e-001dB,1.79796648613050e+002°)
6.60693448007586e+001	(9.15078034676592e-001dB,1.79790105566400e+002°)
6.76082975391971e+001	(9.15074825044420e-001dB,1.79783451273229e+002°)
6.91830970918926e+001	(9.15071457651956e-001dB,1.79776682208042e+002°)
7.07945784384127e+001	(9.15067925563714e-001dB,1.79769794784647e+002°)
7.24435960074979e+001	(9.15064221512217e-001dB,1.79762785354262e+002°)
7.41310241300906e+001	(9.15060337883892e-001dB,1.79755650203587e+002°)
7.58577575029172e+001	(9.15056266704358e-001dB,1.79748385552844e+002°)
7.76247116628680e+001	(9.15051999622963e-001dB,1.79740987553778e+002°)
7.94328234724269e+001	(9.15047527896712e-001dB,1.79733452287630e+002°)
8.12830516164086e+001	(9.15042842373373e-001dB,1.79725775763063e+002°)
8.31763771102658e+001	(9.15037933473854e-001dB,1.79717953914055e+002°)
8.51138038202363e+001	(9.15032791173755e-001dB,1.79709982597752e+002°)
8.70963589956067e+001	(9.15027404984083e-001dB,1.79701857592282e+002°)
8.91250938133731e+001	(9.15021763931109e-001dB,1.79693574594519e+002°)
9.12010839355895e+001	(9.15015856535216e-001dB,1.79685129217815e+002°)
9.33254300796976e+001	(9.15009670788880e-001dB,1.79676516989681e+002°)
9.54992586021420e+001	(9.15003194133541e-001dB,1.79667733349420e+002°)
9.77237220955795e+001	(9.14996413435463e-001dB,1.79658773645724e+002°)
9.99999999999984e+001	(9.14989314960449e-001dB,1.79649633134206e+002°)
1.02329299228074e+002	(9.14981884347364e-001dB,1.79640306974901e+002°)
1.04712854805088e+002	(9.14974106580398e-001dB,1.79630790229698e+002°)
1.07151930523759e+002	(9.14965965960090e-001dB,1.79621077859734e+002°)
1.09647819614317e+002	(9.14957446072863e-001dB,1.79611164722726e+002°)
1.12201845430195e+002	(9.14948529759215e-001dB,1.79601045570251e+002°)
1.14815362149686e+002	(9.14939199080280e-001dB,1.79590715044964e+002°)
1.17489755493951e+002	(9.14929435282849e-001dB,1.79580167677767e+002°)
1.20226443461739e+002	(9.14919218762630e-001dB,1.79569397884910e+002°)
1.23026877081236e+002	(9.14908529025737e-001dB,1.79558399965031e+002°)
1.25892541179415e+002	(9.14897344648254e-001dB,1.79547168096140e+002°)
1.28824955169311e+002	(9.14885643233824e-001dB,1.79535696332526e+002°)
1.31825673855639e+002	(9.14873401369074e-001dB,1.79523978601612e+002°)
1.34896288259163e+002	(9.14860594576834e-001dB,1.79512008700730e+002°)
1.38038426460286e+002	(9.14847197267004e-001dB,1.79499780293833e+002°)
1.41253754462273e+002	(9.14833182684877e-001dB,1.79487286908132e+002°)
1.44543977074590e+002	(9.14818522856861e-001dB,1.79474521930663e+002°)
1.47910838816818e+002	(9.14803188533434e-001dB,1.79461478604773e+002°)
1.51356124843618e+002	(9.14787149129156e-001dB,1.79448150026539e+002°)
1.54881661891246e+002	(9.14770372659572e-001dB,1.79434529141100e+002°)
1.58489319246109e+002	(9.14752825674911e-001dB,1.79420608738910e+002°)
1.62181009735890e+002	(9.14734473190343e-001dB,1.79406381451914e+002°)
1.65958690743753e+002	(9.14715278612596e-001dB,1.79391839749632e+002°)
1.69824365246172e+002	(9.14695203662842e-001dB,1.79376975935166e+002°)
1.73780082874935e+002	(9.14674208295594e-001dB,1.79361782141112e+002°)
1.77827941003889e+002	(9.14652250613416e-001dB,1.79346250325385e+002°)
1.81970085860995e+002	(9.14629286777249e-001dB,1.79330372266955e+002°)
1.86208713666284e+002	(9.14605270912186e-001dB,1.79314139561486e+002°)
1.90546071796321e+002	(9.14580155008418e-001dB,1.79297543616880e+002°)
1.94984459975801e+002	(9.14553888817159e-001dB,1.79280575648727e+002°)
1.99526231496885e+002	(9.14526419741319e-001dB,1.79263226675651e+002°)
2.04173794466949e+002	(9.14497692720752e-001dB,1.79245487514561e+002°)
2.08929613085400e+002	(9.14467650111659e-001dB,1.79227348775791e+002°)
2.13796208950220e+002	(9.14436231560159e-001dB,1.79208800858142e+002°)
2.18776162394951e+002	(9.14403373869546e-001dB,1.79189833943809e+002°)
2.23872113856830e+002	(9.14369010861103e-001dB,1.79170437993207e+002°)
2.29086765276773e+002	(9.14333073228164e-001dB,1.79150602739680e+002°)
2.34422881531988e+002	(9.14295488383147e-001dB,1.79130317684092e+002°)
2.39883291901945e+002	(9.14256180297264e-001dB,1.79109572089311e+002°)
2.45470891568499e+002	(9.14215069332659e-001dB,1.79088354974569e+002°)
2.51188643150954e+002	(9.14172072066598e-001dB,1.79066655109698e+002°)
2.57039578276882e+002	(9.14127101107456e-001dB,1.79044461009248e+002°)
2.63026799189534e+002	(9.14080064902090e-001dB,1.79021760926474e+002°)
2.69153480392687e+002	(9.14030867534390e-001dB,1.78998542847197e+002°)
2.75422870333812e+002	(9.13979408514420e-001dB,1.78974794483534e+002°)
2.81838293126440e+002	(9.13925582558046e-001dB,1.78950503267487e+002°)
2.88403150312655e+002	(9.13869279356365e-001dB,1.78925656344402e+002°)
2.95120922666633e+002	(9.13810383334771e-001dB,1.78900240566286e+002°)
3.01995172040196e+002	(9.13748773400963e-001dB,1.78874242484977e+002°)
3.09029543251354e+002	(9.13684322681674e-001dB,1.78847648345170e+002°)
3.16227766016832e+002	(9.13616898247402e-001dB,1.78820444077294e+002°)
3.23593656929622e+002	(9.13546360824749e-001dB,1.78792615290233e+002°)
3.31131121482585e+002	(9.13472564495797e-001dB,1.78764147263896e+002°)
3.38844156139196e+002	(9.13395356383893e-001dB,1.78735024941622e+002°)
3.46736850452525e+002	(9.13314576325217e-001dB,1.78705232922424e+002°)
3.54813389233569e+002	(9.13230056525609e-001dB,1.78674755453067e+002°)
3.63078054770095e+002	(9.13141621201700e-001dB,1.78643576419978e+002°)
3.71535229097166e+002	(9.13049086205991e-001dB,1.78611679340979e+002°)
3.80189396320554e+002	(9.12952258634727e-001dB,1.78579047356842e+002°)
3.89045144994273e+002	(9.12850936418017e-001dB,1.78545663222672e+002°)
3.98107170553490e+002	(9.12744907891322e-001dB,1.78511509299097e+002°)
4.07380277804105e+002	(9.12633951347321e-001dB,1.78476567543275e+002°)
4.16869383470328e+002	(9.12517834567259e-001dB,1.78440819499709e+002°)
4.26579518801585e+002	(9.12396314330906e-001dB,1.78404246290868e+002°)
4.36515832240158e+002	(9.12269135903920e-001dB,1.78366828607613e+002°)
4.46683592150955e+002	(9.12136032501705e-001dB,1.78328546699415e+002°)
4.57088189614867e+002	(9.11996724728533e-001dB,1.78289380364374e+002°)
4.67735141287189e+002	(9.11850919990810e-001dB,1.78249308939033e+002°)
4.78630092322629e+002	(9.11698311883205e-001dB,1.78208311287971e+002°)
4.89778819368437e+002	(9.11538579546462e-001dB,1.78166365793193e+002°)
5.01187233627263e+002	(9.11371386995416e-001dB,1.78123450343296e+002°)
5.12861383991355e+002	(9.11196382415979e-001dB,1.78079542322417e+002°)
5.24807460249763e+002	(9.11013197429445e-001dB,1.78034618598956e+002°)
5.37031796370243e+002	(9.10821446322796e-001dB,1.77988655514079e+002°)
5.49540873857614e+002	(9.10620725243249e-001dB,1.77941628869988e+002°)
5.62341325190338e+002	(9.10410611355570e-001dB,1.77893513917959e+002°)
5.75439937337146e+002	(9.10190661960227e-001dB,1.77844285346150e+002°)
5.88843655355578e+002	(9.09960413570785e-001dB,1.77793917267178e+002°)
6.02559586074346e+002	(9.09719380948525e-001dB,1.77742383205444e+002°)
6.16595001861470e+002	(9.09467056092455e-001dB,1.77689656084241e+002°)
6.30957344480181e+002	(9.09202907182602e-001dB,1.77635708212601e+002°)
6.45654229034643e+002	(9.08926377474503e-001dB,1.77580511271914e+002°)
6.60693448007583e+002	(9.08636884142723e-001dB,1.77524036302295e+002°)
6.76082975391969e+002	(9.08333817071049e-001dB,1.77466253688720e+002°)
6.91830970918923e+002	(9.08016537587041e-001dB,1.77407133146905e+002°)
7.07945784384124e+002	(9.07684377138401e-001dB,1.77346643708948e+002°)
7.24435960074976e+002	(9.07336635908641e-001dB,1.77284753708729e+002°)
7.41310241300903e+002	(9.06972581369302e-001dB,1.77221430767064e+002°)
7.58577575029169e+002	(9.06591446765974e-001dB,1.77156641776620e+002°)
7.76247116628677e+002	(9.06192429535130e-001dB,1.77090352886589e+002°)
7.94328234724266e+002	(9.05774689648900e-001dB,1.77022529487129e+002°)
8.12830516164084e+002	(9.05337347884512e-001dB,1.76953136193562e+002°)
8.31763771102655e+002	(9.04879484015113e-001dB,1.76882136830352e+002°)
8.51138038202360e+002	(9.04400134918785e-001dB,1.76809494414849e+002°)
8.70963589956064e+002	(9.03898292601907e-001dB,1.76735171140812e+002°)
8.91250938133728e+002	(9.03372902133550e-001dB,1.76659128361719e+002°)
9.12010839355892e+002	(9.02822859486812e-001dB,1.76581326573870e+002°)
9.33254300796973e+002	(9.02247009283370e-001dB,1.76501725399278e+002°)
9.54992586021417e+002	(9.01644142437085e-001dB,1.76420283568377e+002°)
9.77237220955792e+002	(9.01012993692365e-001dB,1.76336958902547e+002°)
9.99999999999981e+002	(9.00352239053077e-001dB,1.76251708296454e+002°)
1.02329299228073e+003	(8.99660493097279e-001dB,1.76164487700245e+002°)
1.04712854805088e+003	(8.98936306173259e-001dB,1.76075252101588e+002°)
1.07151930523759e+003	(8.98178161471927e-001dB,1.75983955507577e+002°)
1.09647819614316e+003	(8.97384471970607e-001dB,1.75890550926529e+002°)
1.12201845430194e+003	(8.96553577243041e-001dB,1.75794990349678e+002°)
1.14815362149686e+003	(8.95683740130324e-001dB,1.75697224732794e+002°)
1.17489755493951e+003	(8.94773143267231e-001dB,1.75597203977745e+002°)
1.20226443461739e+003	(8.93819885458360e-001dB,1.75494876914028e+002°)
1.23026877081236e+003	(8.92821977898231e-001dB,1.75390191280292e+002°)
1.25892541179414e+003	(8.91777340229412e-001dB,1.75283093705890e+002°)
1.28824955169311e+003	(8.90683796432634e-001dB,1.75173529692482e+002°)
1.31825673855638e+003	(8.89539070542471e-001dB,1.75061443595719e+002°)
1.34896288259163e+003	(8.88340782182380e-001dB,1.74946778607063e+002°)
1.38038426460286e+003	(8.87086441912459e-001dB,1.74829476735764e+002°)
1.41253754462273e+003	(8.85773446383286e-001dB,1.74709478791044e+002°)
1.44543977074590e+003	(8.84399073289081e-001dB,1.74586724364537e+002°)
1.47910838816818e+003	(8.82960476113317e-001dB,1.74461151813031e+002°)
1.51356124843618e+003	(8.81454678659805e-001dB,1.74332698241564e+002°)
1.54881661891245e+003	(8.79878569362220e-001dB,1.74201299486941e+002°)
1.58489319246108e+003	(8.78228895364939e-001dB,1.74066890101723e+002°)
1.62181009735890e+003	(8.76502256368167e-001dB,1.73929403338766e+002°)
1.65958690743753e+003	(8.74695098230085e-001dB,1.73788771136369e+002°)
1.69824365246171e+003	(8.72803706319008e-001dB,1.73644924104125e+002°)
1.73780082874934e+003	(8.70824198608446e-001dB,1.73497791509541e+002°)
1.77827941003889e+003	(8.68752518508113e-001dB,1.73347301265524e+002°)
1.81970085860995e+003	(8.66584427424007e-001dB,1.73193379918832e+002°)
1.86208713666283e+003	(8.64315497040928e-001dB,1.73035952639574e+002°)
1.90546071796321e+003	(8.61941101320922e-001dB,1.72874943211890e+002°)
1.94984459975801e+003	(8.59456408211505e-001dB,1.72710274025901e+002°)
1.99526231496884e+003	(8.56856371057848e-001dB,1.72541866071075e+002°)
2.04173794466949e+003	(8.54135719713355e-001dB,1.72369638931117e+002°)
2.08929613085400e+003	(8.51288951343793e-001dB,1.72193510780535e+002°)
2.13796208950219e+003	(8.48310320920485e-001dB,1.72013398383025e+002°)
2.18776162394951e+003	(8.45193831398834e-001dB,1.71829217091822e+002°)
2.23872113856829e+003	(8.41933223579023e-001dB,1.71640880852197e+002°)
2.29086765276773e+003	(8.38521965646899e-001dB,1.71448302206255e+002°)
2.34422881531987e+003	(8.34953242393589e-001dB,1.71251392300225e+002°)
2.39883291901944e+003	(8.31219944113864e-001dB,1.71050060894444e+002°)
2.45470891568498e+003	(8.27314655184252e-001dB,1.70844216376218e+002°)
2.51188643150953e+003	(8.23229642323287e-001dB,1.70633765775792e+002°)
2.57039578276881e+003	(8.18956842537919e-001dB,1.70418614785639e+002°)
2.63026799189533e+003	(8.14487850761739e-001dB,1.70198667783313e+002°)
2.69153480392686e+003	(8.09813907192414e-001dB,1.69973827858106e+002°)
2.75422870333811e+003	(8.04925884338078e-001dB,1.69743996841765e+002°)
2.81838293126440e+003	(7.99814273784386e-001dB,1.69509075343542e+002°)
2.88403150312655e+003	(7.94469172696659e-001dB,1.69268962789842e+002°)
2.95120922666632e+003	(7.88880270074237e-001dB,1.69023557468779e+002°)
3.01995172040195e+003	(7.83036832776972e-001dB,1.68772756579914e+002°)
3.09029543251353e+003	(7.76927691347332e-001dB,1.68516456289501e+002°)
3.16227766016831e+003	(7.70541225654788e-001dB,1.68254551791553e+002°)
3.23593656929621e+003	(7.63865350393213e-001dB,1.67986937375052e+002°)
3.31131121482584e+003	(7.56887500466022e-001dB,1.67713506497641e+002°)
3.38844156139195e+003	(7.49594616298143e-001dB,1.67434151866133e+002°)
3.46736850452524e+003	(7.41973129118867e-001dB,1.67148765524190e+002°)
3.54813389233568e+003	(7.34008946264496e-001dB,1.66857238947515e+002°)
3.63078054770094e+003	(7.25687436555168e-001dB,1.66559463146908e+002°)
3.71535229097165e+003	(7.16993415806142e-001dB,1.66255328779547e+002°)
3.80189396320553e+003	(7.07911132539870e-001dB,1.65944726268827e+002°)
3.89045144994272e+003	(6.98424253971481e-001dB,1.65627545933119e+002°)
3.98107170553489e+003	(6.88515852347391e-001dB,1.65303678123774e+002°)
4.07380277804104e+003	(6.78168391723794e-001dB,1.64973013372702e+002°)
4.16869383470326e+003	(6.67363715279023e-001dB,1.64635442549832e+002°)
4.26579518801584e+003	(6.56083033261977e-001dB,1.64290857030752e+002°)
4.36515832240157e+003	(6.44306911686351e-001dB,1.63939148874801e+002°)
4.46683592150954e+003	(6.32015261889140e-001dB,1.63580211013831e+002°)
4.57088189614865e+003	(6.19187331079923e-001dB,1.63213937451879e+002°)
4.67735141287188e+003	(6.05801694016497e-001dB,1.62840223475894e+002°)
4.78630092322628e+003	(5.91836245950749e-001dB,1.62458965877644e+002°)
4.89778819368436e+003	(5.77268196997645e-001dB,1.62070063186883e+002°)
5.01187233627261e+003	(5.62074068088818e-001dB,1.61673415915782e+002°)
5.12861383991354e+003	(5.46229688680716e-001dB,1.61268926814568e+002°)
5.24807460249761e+003	(5.29710196395612e-001dB,1.60856501138242e+002°)
5.37031796370241e+003	(5.12490038781584e-001dB,1.60436046924167e+002°)
5.49540873857613e+003	(4.94542977385115e-001dB,1.60007475280210e+002°)
5.62341325190337e+003	(4.75842094336457e-001dB,1.59570700683045e+002°)
5.75439937337144e+003	(4.56359801654162e-001dB,1.59125641286095e+002°)
5.88843655355576e+003	(4.36067853479855e-001dB,1.58672219236484e+002°)
6.02559586074345e+003	(4.14937361458277e-001dB,1.58210361000237e+002°)
6.16595001861469e+003	(3.92938813480177e-001dB,1.57739997694834e+002°)
6.30957344480180e+003	(3.70042096006288e-001dB,1.57261065428077e+002°)
6.45654229034642e+003	(3.46216520190141e-001dB,1.56773505642072e+002°)
6.60693448007582e+003	(3.21430852014235e-001dB,1.56277265460992e+002°)
6.76082975391967e+003	(2.95653346649558e-001dB,1.55772298041071e+002°)
6.91830970918921e+003	(2.68851787240544e-001dB,1.55258562921173e+002°)
7.07945784384122e+003	(2.40993528308050e-001dB,1.54736026372047e+002°)
7.24435960074974e+003	(2.12045543949587e-001dB,1.54204661742226e+002°)
7.41310241300901e+003	(1.81974481000652e-001dB,1.53664449798363e+002°)
7.58577575029167e+003	(1.50746717301704e-001dB,1.53115379057577e+002°)
7.76247116628675e+003	(1.18328425193144e-001dB,1.52557446109257e+002°)
7.94328234724264e+003	(8.46856403350348e-002dB,1.51990655923563e+002°)
8.12830516164081e+003	(4.97843359188165e-002dB,1.51415022143725e+002°)
8.31763771102653e+003	(1.35905023060406e-002dB,1.50830567359088e+002°)
8.51138038202358e+003	(-2.39297679073421e-002dB,1.50237323355708e+002°)
8.70963589956061e+003	(-6.28101894418896e-002dB,1.49635331341211e+002°)
8.91250938133726e+003	(-1.03084188584233e-001dB,1.49024642140486e+002°)
9.12010839355889e+003	(-1.44784802264331e-001dB,1.48405316358776e+002°)
9.33254300796970e+003	(-1.87944572137732e-001dB,1.47777424508622e+002°)
9.54992586021414e+003	(-2.32595433900771e-001dB,1.47141047097147e+002°)
9.77237220955789e+003	(-2.78768602118729e-001dB,1.46496274670163e+002°)
9.99999999999977e+003	(-3.26494450900686e-001dB,1.45843207809648e+002°)
1.02329299228073e+004	(-3.75802390809093e-001dB,1.45181957081231e+002°)
1.04712854805088e+004	(-4.26720742445886e-001dB,1.44512642928452e+002°)
1.07151930523758e+004	(-4.79276607210587e-001dB,1.43835395510748e+002°)
1.09647819614316e+004	(-5.33495735777533e-001dB,1.43150354482313e+002°)
1.12201845430194e+004	(-5.89402394888347e-001dB,1.42457668709248e+002°)
1.14815362149686e+004	(-6.47019233102209e-001dB,1.41757495922713e+002°)
1.17489755493950e+004	(-7.06367146187792e-001dB,1.41050002306106e+002°)
1.20226443461739e+004	(-7.67465142878039e-001dB,1.40335362014689e+002°)
1.23026877081235e+004	(-8.30330211739497e-001dB,1.39613756626451e+002°)
1.25892541179414e+004	(-8.94977189932796e-001dB,1.38885374523438e+002°)
1.28824955169310e+004	(-9.61418634657867e-001dB,1.38150410203219e+002°)
1.31825673855638e+004	(-1.02966469808718e+000dB,1.37409063520611e+002°)
1.34896288259162e+004	(-1.09972300659170e+000dB,1.36661538860257e+002°)
