Freq.	V(vout+)-V(vout-)	V(vin)
2.51188643150956e+01	-9.24383442544250e-01,-2.16445529086025e-01	1.99998989964413e-02,-1.41382729387211e-11
2.57039578276885e+01	-9.37483696530181e-01,-1.94899708219830e-01	1.99998989963347e-02,-1.43728752990230e-11
2.63026799189536e+01	-9.49769625564668e-01,-1.72496969628798e-01	1.99998989962275e-02,-1.46102087516110e-11
2.69153480392690e+01	-9.61180657610360e-01,-1.49267477433938e-01	1.99998989961198e-02,-1.48503631555603e-11
2.75422870333815e+01	-9.71657106924342e-01,-1.25246001477714e-01	1.99998989960118e-02,-1.50934374201004e-11
2.81838293126443e+01	-9.81140546560085e-01,-1.00471944796631e-01	1.99998989959036e-02,-1.53395397233627e-11
2.88403150312659e+01	-9.89574191149737e-01,-7.49893395176941e-02	1.99998989957952e-02,-1.55887876887419e-11
2.95120922666636e+01	-9.96903287196884e-01,-4.88468095501596e-02	1.99998989956868e-02,-1.58413085217602e-11
3.01995172040199e+01	-1.00307550789450e+00,-2.20974986929185e-02	1.99998989955785e-02,-1.60972391059586e-11
3.09029543251357e+01	-1.00804134929036e+00,5.20103694744478e-03	1.99998989954704e-02,-1.63567260590404e-11
3.16227766016836e+01	-1.01175452445552e+00,3.29869730347082e-02	1.99998989953626e-02,-1.66199257459811e-11
3.23593656929626e+01	-1.01417235217310e+00,6.11943980648179e-02	1.99998989952553e-02,-1.68870042508037e-11
3.31131121482589e+01	-1.01525613655625e+00,8.97535315616795e-02	1.99998989951485e-02,-1.71581373158449e-11
3.38844156139200e+01	-1.01497153392826e+00,1.18590979204203e-01	1.99998989950424e-02,-1.74335102349002e-11
3.46736850452529e+01	-1.01328890325571e+00,1.47630024316288e-01	1.99998989949371e-02,-1.77133177171964e-11
3.54813389233573e+01	-1.01018363641829e+00,1.76790954776005e-01	1.99998989948326e-02,-1.79977637170007e-11
3.63078054770099e+01	-1.00563646462862e+00,2.05991424018011e-01	1.99998989947291e-02,-1.82870612343206e-11
3.71535229097170e+01	-9.99633737382841e-01,2.35146844417136e-01	1.99998989946267e-02,-1.85814320874312e-11
3.80189396320558e+01	-9.92167670428226e-01,2.64170810954296e-01	1.99998989945254e-02,-1.88811066643445e-11
3.89045144994278e+01	-9.83236559380361e-01,2.92975552681615e-01	1.99998989944253e-02,-1.91863236546423e-11
3.98107170553494e+01	-9.72844955808419e-01,3.21472409125422e-01	1.99998989943266e-02,-1.94973297655662e-11
4.07380277804110e+01	-9.61003802835115e-01,3.49572328397236e-01	1.99998989942292e-02,-1.98143794260523e-11
4.16869383470332e+01	-9.47730527567730e-01,3.77186383428203e-01	1.99998989941333e-02,-2.01377344842613e-11
4.26579518801589e+01	-9.33049087988993e-01,4.04226302406000e-01	1.99998989940390e-02,-2.04676639010209e-11
4.36515832240162e+01	-9.16989972291419e-01,4.30605009179883e-01	1.99998989939462e-02,-2.08044434423491e-11
4.46683592150960e+01	-8.99590149035522e-01,4.56237169114609e-01	1.99998989938551e-02,-2.11483553756986e-11
4.57088189614871e+01	-8.80892966950203e-01,4.81039735623146e-01	1.99998989937657e-02,-2.14996881747387e-11
4.67735141287194e+01	-8.60948003670469e-01,5.04932492397280e-01	1.99998989936781e-02,-2.18587362313214e-11
4.78630092322634e+01	-8.39810863221082e-01,5.27838586190877e-01	1.99998989935922e-02,-2.22257995831624e-11
4.89778819368442e+01	-8.17542922600674e-01,5.49685044898996e-01	1.99998989935082e-02,-2.26011836551313e-11
5.01187233627268e+01	-7.94211028394569e-01,5.70403275623563e-01	1.99998989934259e-02,-2.29851990207224e-11
5.12861383991361e+01	-7.69887144939718e-01,5.89929537428943e-01	1.99998989933456e-02,-2.33781611797353e-11
5.24807460249768e+01	-7.44647956174387e-01,6.08205383574091e-01	1.99998989932672e-02,-2.37803903632134e-11
5.37031796370248e+01	-7.18574423919719e-01,6.25178068166485e-01	1.99998989931906e-02,-2.41922113558655e-11
5.49540873857620e+01	-6.91751305950203e-01,6.40800912420505e-01	1.99998989931160e-02,-2.46139533465090e-11
5.62341325190344e+01	-6.64266637804218e-01,6.55033626021340e-01	1.99998989930433e-02,-2.50459498016736e-11
5.75439937337152e+01	-6.36211182852672e-01,6.67842579495480e-01	1.99998989929725e-02,-2.54885383661948e-11
5.88843655355584e+01	-6.07677855670490e-01,6.79201023968848e-01	1.99998989929037e-02,-2.59420607883524e-11
6.02559586074353e+01	-5.78761124230093e-01,6.89089255250323e-01	1.99998989928367e-02,-2.64068628714766e-11
6.16595001861477e+01	-5.49556396845214e-01,6.97494719805871e-01	1.99998989927716e-02,-2.68832944508675e-11
6.30957344480188e+01	-5.20159400125739e-01,7.04412060878953e-01	1.99998989927085e-02,-2.73717093974606e-11
6.45654229034650e+01	-4.90665554448707e-01,7.09843103755994e-01	1.99998989926472e-02,-2.78724656439008e-11
6.60693448007590e+01	-4.61169353597773e-01,7.13796779959281e-01	1.99998989925877e-02,-2.83859252364834e-11
6.76082975391976e+01	-4.31763755265819e-01,7.16288990959539e-01	1.99998989925301e-02,-2.89124544098073e-11
6.91830970918930e+01	-4.02539589047765e-01,7.17342412821052e-01	1.99998989924742e-02,-2.94524236839230e-11
7.07945784384132e+01	-3.73584988370229e-01,7.16986244006771e-01	1.99998989924202e-02,-3.00062079825506e-11
7.24435960074984e+01	-3.44984852511944e-01,7.15255899362068e-01	1.99998989923679e-02,-3.05741867704966e-11
7.41310241300911e+01	-3.16820344466663e-01,7.12192654046219e-01	1.99998989923173e-02,-3.11567442134552e-11
7.58577575029177e+01	-2.89168429895109e-01,7.07843241873377e-01	1.99998989922684e-02,-3.17542693525888e-11
7.76247116628685e+01	-2.62101461813355e-01,7.02259413143914e-01	1.99998989922211e-02,-3.23671562969045e-11
7.94328234724274e+01	-2.35686814983622e-01,6.95497457578165e-01	1.99998989921755e-02,-3.29958044329007e-11
8.12830516164092e+01	-2.09986573224256e-01,6.87617698395809e-01	1.99998989921314e-02,-3.36406186470727e-11
8.31763771102664e+01	-1.85057272054553e-01,6.78683963905585e-01	1.99998989920889e-02,-3.43020095637851e-11
8.51138038202369e+01	-1.60949698254994e-01,6.68763043175213e-01	1.99998989920479e-02,-3.49803937944379e-11
8.70963589956073e+01	-1.37708747072782e-01,6.57924132436507e-01	1.99998989920084e-02,-3.56761941992636e-11
8.91250938133737e+01	-1.15373336955210e-01,6.46238278845500e-01	1.99998989919703e-02,-3.63898401596204e-11
9.12010839355901e+01	-9.39763808679669e-02,6.33777828064763e-01	1.99998989919336e-02,-3.71217678605683e-11
9.33254300796982e+01	-7.35448124695188e-02,6.20615881870864e-01	1.99998989918982e-02,-3.78724205827964e-11
9.54992586021427e+01	-5.40996646825597e-02,6.06825771623093e-01	1.99998989918642e-02,-3.86422490015102e-11
9.77237220955802e+01	-3.56561975433152e-02,5.92480552971174e-01	1.99998989918314e-02,-3.94317114960293e-11
9.99999999999991e+01	-1.82240716312545e-02,5.77652526643315e-01	1.99998989917999e-02,-4.02412744637535e-11
1.02329299228074e+02	-1.80756289479250e-03,5.62412789556348e-01	1.99998989917695e-02,-4.10714126428162e-11
1.04712854805089e+02	1.35941857006437e-02,5.46830819842887e-01	1.99998989917404e-02,-4.19226094395772e-11
1.07151930523760e+02	2.79868805636158e-02,5.30974098712772e-01	1.99998989917123e-02,-4.27953572634840e-11
1.09647819614317e+02	4.13807669538181e-02,5.14907771373978e-01	1.99998989916854e-02,-4.36901578660294e-11
1.12201845430195e+02	5.37902966778014e-02,4.98694348547361e-01	1.99998989916595e-02,-4.46075226859968e-11
1.14815362149687e+02	6.52337791252766e-02,4.82393449434916e-01	1.99998989916347e-02,-4.55479731988651e-11
1.17489755493952e+02	7.57330206682426e-02,4.66061586356048e-01	1.99998989916108e-02,-4.65120412717250e-11
1.20226443461740e+02	8.53129572646164e-02,4.49751990662269e-01	1.99998989915879e-02,-4.75002695221910e-11
1.23026877081237e+02	9.40012848563956e-02,4.33514478987581e-01	1.99998989915659e-02,-4.85132116827086e-11
1.25892541179416e+02	1.01828091840577e-01,4.17395358397224e-01	1.99998989915448e-02,-4.95514329686497e-11
1.28824955169312e+02	1.08825497530475e-01,4.01437368566993e-01	1.99998989915245e-02,-5.06155104515055e-11
1.31825673855639e+02	1.15027300127427e-01,3.85679658762486e-01	1.99998989915051e-02,-5.17060334360957e-11
1.34896288259164e+02	1.20468637299611e-01,3.70157797093914e-01	1.99998989914865e-02,-5.28236038427289e-11
1.38038426460287e+02	1.25185662026918e-01,3.54903809297045e-01	1.99998989914686e-02,-5.39688365939173e-11
1.41253754462274e+02	1.29215235928741e-01,3.39946244132599e-01	1.99998989914515e-02,-5.51423600060491e-11
1.44543977074591e+02	1.32594641854580e-01,3.25310262401483e-01	1.99998989914351e-02,-5.63448161862431e-11
1.47910838816819e+02	1.35361317093683e-01,3.11017746537062e-01	1.99998989914193e-02,-5.75768614330914e-11
1.51356124843619e+02	1.37552608156607e-01,2.97087427752853e-01	1.99998989914042e-02,-5.88391666442155e-11
1.54881661891247e+02	1.39205547704242e-01,2.83535027788410e-01	1.99998989913898e-02,-6.01324177289835e-11
1.58489319246110e+02	1.40356653853110e-01,2.70373412401324e-01	1.99998989913759e-02,-6.14573160257495e-11
1.62181009735891e+02	1.41041751772682e-01,2.57612753892512e-01	1.99998989913627e-02,-6.28145787265716e-11
1.65958690743754e+02	1.41295817213257e-01,2.45260700118673e-01	1.99998989913500e-02,-6.42049393071634e-11
1.69824365246173e+02	1.41152841362542e-01,2.33322547633581e-01	1.99998989913378e-02,-6.56291479639783e-11
1.73780082874936e+02	1.40645716225551e-01,2.21801416802671e-01	1.99998989913262e-02,-6.70879720570865e-11
1.77827941003890e+02	1.39806139554967e-01,2.10698426947495e-01	1.99998989913151e-02,-6.85821965608237e-11
1.81970085860996e+02	1.38664538226315e-01,2.00012869793152e-01	1.99998989913044e-02,-7.01126245217408e-11
1.86208713666285e+02	1.37250008852077e-01,1.89742379708039e-01	1.99998989912942e-02,-7.16800775237066e-11
1.90546071796323e+02	1.35590274358860e-01,1.79883099437570e-01	1.99998989912844e-02,-7.32853961608021e-11
1.94984459975802e+02	1.33711655209134e-01,1.70429840238513e-01	1.99998989912751e-02,-7.49294405195032e-11
1.99526231496886e+02	1.31639053931008e-01,1.61376235515658e-01	1.99998989912661e-02,-7.66130906677643e-11
2.04173794466951e+02	1.29395951622964e-01,1.52714887245750e-01	1.99998989912575e-02,-7.83372471543460e-11
2.08929613085402e+02	1.27004415122400e-01,1.44437504643263e-01	1.99998989912494e-02,-8.01028315164972e-11
2.13796208950221e+02	1.24485113564404e-01,1.36535034677905e-01	1.99998989912415e-02,-8.19107867977073e-11
2.18776162394953e+02	1.21857343107376e-01,1.28997784193923e-01	1.99998989912340e-02,-8.37620780746297e-11
2.23872113856832e+02	1.19139058662546e-01,1.21815533506319e-01	1.99998989912269e-02,-8.56576929951285e-11
2.29086765276775e+02	1.16346911532457e-01,1.14977641458961e-01	1.99998989912200e-02,-8.75986423257895e-11
2.34422881531990e+02	1.13496291936976e-01,1.08473142024866e-01	1.99998989912135e-02,-8.95859605115501e-11
2.39883291901946e+02	1.10601375482443e-01,1.02290832610066e-01	1.99998989912072e-02,-9.16207062454120e-11
2.45470891568500e+02	1.07675172708283e-01,9.64193542903877e-02	1.99998989912012e-02,-9.37039630505986e-11
2.51188643150955e+02	1.04729580924517e-01,9.08472642660267e-02	1.99998989911955e-02,-9.58368398744564e-11
2.57039578276884e+02	1.01775437631616e-01,8.55631008629493e-02	1.99998989911900e-02,-9.80204716942889e-11
2.63026799189535e+02	9.88225748902570e-02,8.05554414439738e-02	1.99998989911848e-02,-1.00256020137265e-10
2.69153480392689e+02	9.58798740817097e-02,7.58129536169413e-02	1.99998989911798e-02,-1.02544674111462e-10
2.75422870333814e+02	9.29553205692987e-02,7.13244401436695e-02	1.99998989911750e-02,-1.04887650452267e-10
2.81838293126442e+02	9.00560578371110e-02,6.70788779624737e-02	1.99998989911704e-02,-1.07286194581646e-10
2.88403150312657e+02	8.71884407435108e-02,6.30654517398735e-02	1.99998989911660e-02,-1.09741581181795e-10
2.95120922666635e+02	8.43580875838982e-02,5.92735823646155e-02	1.99998989911619e-02,-1.12255114884076e-10
3.01995172040198e+02	8.15699307093872e-02,5.56929507901961e-02	1.99998989911579e-02,-1.14828130972465e-10
3.09029543251356e+02	7.88282654956903e-02,5.23135176214343e-02	1.99998989911541e-02,-1.17461996102812e-10
3.16227766016834e+02	7.61367974995369e-02,4.91255388270644e-02	1.99998989911504e-02,-1.20158109037983e-10
3.23593656929625e+02	7.34986876785676e-02,4.61195779444125e-02	1.99998989911469e-02,-1.22917901399327e-10
3.31131121482587e+02	7.09165955850024e-02,4.32865151245860e-02	1.99998989911436e-02,-1.25742838435164e-10
3.38844156139199e+02	6.83927204737030e-02,4.06175533477259e-02	1.99998989911405e-02,-1.28634419806312e-10
3.46736850452528e+02	6.59288402917723e-02,3.81042221182067e-02	1.99998989911374e-02,-1.31594180389414e-10
3.54813389233572e+02	6.35263485398234e-02,3.57383789295739e-02	1.99998989911345e-02,-1.34623691098435e-10
3.63078054770097e+02	6.11862890147612e-02,3.35122087688254e-02	1.99998989911318e-02,-1.37724559724706e-10
3.71535229097168e+02	5.89093884606438e-02,3.14182219096205e-02	1.99998989911291e-02,-1.40898431796280e-10
3.80189396320557e+02	5.66960871681676e-02,2.94492502243690e-02	1.99998989911266e-02,-1.44146991456715e-10
3.89045144994276e+02	5.45465675748463e-02,2.75984422260882e-02	1.99998989911242e-02,-1.47471962363728e-10
3.98107170553493e+02	5.24607809272472e-02,2.58592570325474e-02	1.99998989911219e-02,-1.50875108608962e-10
4.07380277804108e+02	5.04384720739811e-02,2.42254574276706e-02	1.99998989911197e-02,-1.54358235658428e-10
4.16869383470331e+02	4.84792024637167e-02,2.26911021784947e-02	1.99998989911176e-02,-1.57923191314488e-10
4.26579518801588e+02	4.65823714265401e-02,2.12505377502552e-02	1.99998989911156e-02,-1.61571866700488e-10
4.36515832240161e+02	4.47472358196821e-02,1.98983895474009e-02	1.99998989911137e-02,-1.65306197267284e-10
4.46683592150958e+02	4.29729281201935e-02,1.86295527945599e-02	1.99998989911119e-02,-1.69128163823933e-10
4.57088189614870e+02	4.12584730477026e-02,1.74391831586680e-02	1.99998989911102e-02,-1.73039793591398e-10
4.67735141287193e+02	3.96028028001178e-02,1.63226872016291e-02	1.99998989911085e-02,-1.77043161280832e-10
4.78630092322633e+02	3.80047709841503e-02,1.52757127419639e-02	1.99998989911070e-02,-1.81140390197196e-10
4.89778819368440e+02	3.64631653209692e-02,1.42941391939053e-02	1.99998989911055e-02,-1.85333653367840e-10
5.01187233627266e+02	3.49767192052619e-02,1.33740679432616e-02	1.99998989911040e-02,-1.89625174697746e-10
5.12861383991359e+02	3.35441221935558e-02,1.25118128110580e-02	1.99998989911027e-02,-1.94017230151372e-10
5.24807460249766e+02	3.21640294949429e-02,1.17038906484393e-02	1.99998989911014e-02,-1.98512148961633e-10
5.37031796370246e+02	3.08350705344216e-02,1.09470120995180e-02	1.99998989911001e-02,-2.03112314867574e-10
5.49540873857618e+02	2.95558566559748e-02,1.02380725627436e-02	1.99998989910990e-02,-2.07820167380256e-10
5.62341325190342e+02	2.83249880293174e-02,9.57414337589857e-03	1.99998989910979e-02,-2.12638203078381e-10
5.75439937337150e+02	2.71410598209967e-02,8.95246324494250e-03	1.99998989910968e-02,-2.17568976933843e-10
5.88843655355582e+02	2.60026676872691e-02,8.37042993259823e-03	1.99998989910958e-02,-2.22615103668278e-10
6.02559586074351e+02	2.49084126429323e-02,7.82559221873731e-03	1.99998989910948e-02,-2.27779259141047e-10
6.16595001861475e+02	2.38569053570921e-02,7.31564214125366e-03	1.99998989910939e-02,-2.33064181769677e-10
6.30957344480186e+02	2.28467699237139e-02,6.83840752315966e-03	1.99998989910931e-02,-2.38472673983150e-10
6.45654229034648e+02	2.18766471517610e-02,6.39184478906946e-03	1.99998989910923e-02,-2.44007603709207e-10
6.60693448007588e+02	2.09451974167785e-02,5.97403207200775e-03	1.99998989910915e-02,-2.49671905896322e-10
6.76082975391973e+02	2.00511031129431e-02,5.58316260956908e-03	1.99998989910907e-02,-2.55468584070939e-10
6.91830970918928e+02	1.91930707418858e-02,5.21753842682011e-03	1.99998989910901e-02,-2.61400711931165e-10
7.07945784384129e+02	1.83698326719969e-02,4.87556430195589e-03	1.99998989910894e-02,-2.67471434977422e-10
7.24435960074981e+02	1.75801485994586e-02,4.55574200956610e-03	1.99998989910888e-02,-2.73683972181465e-10
7.41310241300908e+02	1.68228067399122e-02,4.25666483541108e-03	1.99998989910882e-02,-2.80041617693749e-10
7.58577575029174e+02	1.60966247774539e-02,3.97701235583113e-03	1.99998989910877e-02,-2.86547742591097e-10
7.76247116628682e+02	1.54004505955746e-02,3.71554547429147e-03	1.99998989910872e-02,-2.93205796664752e-10
7.94328234724272e+02	1.47331628126950e-02,3.47110170708491e-03	1.99998989910867e-02,-3.00019310250210e-10
8.12830516164089e+02	1.40936711431139e-02,3.24259070985357e-03	1.99998989910862e-02,-3.06991896100058e-10
8.31763771102661e+02	1.34809166024692e-02,3.02899003633774e-03	1.99998989910858e-02,-3.14127251299687e-10
8.51138038202366e+02	1.28938715752002e-02,2.82934112059798e-03	1.99998989910854e-02,-3.21429159228639e-10
8.70963589956070e+02	1.23315397600096e-02,2.64274547387492e-03	1.99998989910851e-02,-3.28901491566658e-10
8.91250938133734e+02	1.17929560079272e-02,2.46836108723700e-03	1.99998989910847e-02,-3.36548210347465e-10
9.12010839355898e+02	1.12771860662849e-02,2.30539903121183e-03	1.99998989910844e-02,-3.44373370059824e-10
9.33254300796979e+02	1.07833262407148e-02,2.15312024369018e-03	1.99998989910842e-02,-3.52381119797597e-10
9.54992586021424e+02	1.03105029861720e-02,2.01083249752729e-03	1.99998989910839e-02,-3.60575705460409e-10
9.77237220955798e+02	9.85787243695631e-03,1.87788753943560e-03	1.99998989910837e-02,-3.68961472004910e-10
1.00000000000000e+03	9.42461988476411e-03,1.75367839196086e-03	1.99998989910835e-02,-3.77542865749263e-10
