Freq.	V(vin)	V(vout)
2.51188643150956e-001	2.99998485007321e-002,-2.53613593604488e-013	-2.09226713034687e-004,-1.89372218706106e-002
2.57039578276884e-001	2.99998485007320e-002,-2.59520678349754e-013	-2.19086518506984e-004,-1.93782377161209e-002
2.63026799189536e-001	2.99998485007320e-002,-2.65565332844820e-013	-2.29410930353929e-004,-1.98295197959175e-002
2.69153480392689e-001	2.99998485007319e-002,-2.71750759787479e-013	-2.40221837859342e-004,-2.02913067876432e-002
2.75422870333815e-001	2.99998485007319e-002,-2.78080236373024e-013	-2.51542161247771e-004,-2.07638428960195e-002
2.81838293126443e-001	2.99998485007318e-002,-2.84557115904979e-013	-2.63395900206629e-004,-2.12473779792706e-002
2.88403150312658e-001	2.99998485007318e-002,-2.91184829812904e-013	-2.75808184688941e-004,-2.17421676783259e-002
2.95120922666636e-001	2.99998485007317e-002,-2.97966889212990e-013	-2.88805328103488e-004,-2.22484735488537e-002
3.01995172040199e-001	2.99998485007317e-002,-3.04906886846257e-013	-3.02414883004225e-004,-2.27665631961819e-002
3.09029543251357e-001	2.99998485007316e-002,-3.12008498929392e-013	-3.16665699396102e-004,-2.32967104131557e-002
3.16227766016835e-001	2.99998485007316e-002,-3.19275487276609e-013	-3.31587985779728e-004,-2.38391953209896e-002
3.23593656929626e-001	2.99998485007315e-002,-3.26711700914652e-013	-3.47213373063065e-004,-2.43943045131655e-002
3.31131121482589e-001	2.99998485007314e-002,-3.34321078483850e-013	-3.63574981474500e-004,-2.49623312024320e-002
3.38844156139200e-001	2.99998485007314e-002,-3.42107650035251e-013	-3.80707490617406e-004,-2.55435753709594e-002
3.46736850452529e-001	2.99998485007313e-002,-3.50075539349022e-013	-3.98647212813403e-004,-2.61383439237046e-002
3.54813389233573e-001	2.99998485007312e-002,-3.58228965878455e-013	-4.17432169887850e-004,-2.67469508450401e-002
3.63078054770098e-001	2.99998485007311e-002,-3.66572247157339e-013	-4.37102173558540e-004,-2.73697173587006e-002
3.71535229097170e-001	2.99998485007310e-002,-3.75109800958320e-013	-4.57698909595786e-004,-2.80069720911021e-002
3.80189396320558e-001	2.99998485007309e-002,-3.83846147680561e-013	-4.79266025930174e-004,-2.86590512380859e-002
3.89045144994277e-001	2.99998485007308e-002,-3.92785912593681e-013	-5.01849224891995e-004,-2.93262987351400e-002
3.98107170553494e-001	2.99998485007307e-002,-4.01933828459644e-013	-5.25496359775210e-004,-3.00090664311515e-002
4.07380277804109e-001	2.99998485007306e-002,-4.11294737751485e-013	-5.50257535927697e-004,-3.07077142657382e-002
4.16869383470332e-001	2.99998485007305e-002,-4.20873595327821e-013	-5.76185216578404e-004,-3.14226104502141e-002
4.26579518801589e-001	2.99998485007304e-002,-4.30675471125596e-013	-6.03334333622356e-004,-3.21541316522323e-002
4.36515832240162e-001	2.99998485007303e-002,-4.40705552524295e-013	-6.31762403594086e-004,-3.29026631841577e-002
4.46683592150959e-001	2.99998485007302e-002,-4.50969147368402e-013	-6.61529649070969e-004,-3.36685991952130e-002
4.57088189614871e-001	2.99998485007300e-002,-4.61471686473584e-013	-6.92699125758929e-004,-3.44523428674416e-002
4.67735141287194e-001	2.99998485007299e-002,-4.72218726656208e-013	-7.25336855524405e-004,-3.52543066155321e-002
4.78630092322634e-001	2.99998485007298e-002,-4.83215953278404e-013	-7.59511965648962e-004,-3.60749122905414e-002
4.89778819368442e-001	2.99998485007296e-002,-4.94469183879230e-013	-7.95296834594804e-004,-3.69145913875544e-002
5.01187233627268e-001	2.99998485007295e-002,-5.05984370223859e-013	-8.32767244583635e-004,-3.77737852573150e-002
5.12861383991360e-001	2.99998485007293e-002,-5.17767602468838e-013	-8.72002541304020e-004,-3.86529453218592e-002
5.24807460249768e-001	2.99998485007291e-002,-5.29825111487605e-013	-9.13085801077445e-004,-3.95525332941752e-002
5.37031796370248e-001	2.99998485007289e-002,-5.42163272292222e-013	-9.56104005828131e-004,-4.04730214019172e-002
5.49540873857620e-001	2.99998485007287e-002,-5.54788607632508e-013	-1.00114822621684e-003,-4.14148926151887e-002
5.62341325190344e-001	2.99998485007285e-002,-5.67707791133879e-013	-1.04831381331609e-003,-4.23786408784099e-002
5.75439937337152e-001	2.99998485007283e-002,-5.80927650626491e-013	-1.09770059921996e-003,-4.33647713462775e-002
5.88843655355584e-001	2.99998485007281e-002,-5.94455171780862e-013	-1.14941310700105e-003,-4.43738006238188e-002
6.02559586074352e-001	2.99998485007279e-002,-6.08297501969914e-013	-1.20356077044362e-003,-4.54062570105369e-002
6.16595001861477e-001	2.99998485007277e-002,-6.22461953290960e-013	-1.26025816400329e-003,-4.64626807486331e-002
6.30957344480188e-001	2.99998485007274e-002,-6.36956007138482e-013	-1.31962524346205e-003,-4.75436242752905e-002
6.45654229034650e-001	2.99998485007271e-002,-6.51787317080538e-013	-1.38178759776946e-003,-4.86496524789877e-002
6.60693448007590e-001	2.99998485007269e-002,-6.66963713627502e-013	-1.44687671258202e-003,-4.97813429598086e-002
6.76082975391976e-001	2.99998485007266e-002,-6.82493207907278e-013	-1.51503024603548e-003,-5.09392862936984e-002
6.91830970918930e-001	2.99998485007263e-002,-6.98383995588166e-013	-1.58639231730899e-003,-5.21240863006089e-002
7.07945784384132e-001	2.99998485007260e-002,-7.14644461175329e-013	-1.66111380856395e-003,-5.33363603164633e-002
7.24435960074984e-001	2.99998485007256e-002,-7.31283182146600e-013	-1.73935268086632e-003,-5.45767394688557e-002
7.41310241300911e-001	2.99998485007253e-002,-7.48308933686569e-013	-1.82127430472771e-003,-5.58458689563902e-002
7.58577575029177e-001	2.99998485007249e-002,-7.65730692709098e-013	-1.90705180592849e-003,-5.71444083315451e-002
7.76247116628685e-001	2.99998485007246e-002,-7.83557642270177e-013	-1.99686642731420e-003,-5.84730317869343e-002
7.94328234724274e-001	2.99998485007242e-002,-8.01799176821992e-013	-2.09090790728741e-003,-5.98324284448188e-002
8.12830516164092e-001	2.99998485007237e-002,-8.20464906122008e-013	-2.18937487574732e-003,-6.12233026497022e-002
8.31763771102663e-001	2.99998485007233e-002,-8.39564660709588e-013	-2.29247526826227e-003,-6.26463742638232e-002
8.51138038202369e-001	2.99998485007229e-002,-8.59108496265491e-013	-2.40042675929294e-003,-6.41023789653346e-002
8.70963589956073e-001	2.99998485007224e-002,-8.79106698992414e-013	-2.51345721531978e-003,-6.55920685489375e-002
8.91250938133737e-001	2.99998485007219e-002,-8.99569790576632e-013	-2.63180516876285e-003,-6.71162112287067e-002
9.12010839355901e-001	2.99998485007214e-002,-9.20508533389329e-013	-2.75572031362040e-003,-6.86755919428234e-002
9.33254300796982e-001	2.99998485007208e-002,-9.41933935529648e-013	-2.88546402379065e-003,-7.02710126598928e-002
9.54992586021427e-001	2.99998485007202e-002,-9.63857256755277e-013	-3.02130989508068e-003,-7.19032926864970e-002
9.77237220955801e-001	2.99998485007197e-002,-9.86290013392601e-013	-3.16354431194808e-003,-7.35732689755964e-002
9.99999999999990e-001	2.99998485007190e-002,-1.00924398473329e-012	-3.31246704006337e-003,-7.52817964353536e-002
1.02329299228074e+000	2.99998485007184e-002,-1.03273121747591e-012	-3.46839184582443e-003,-7.70297482379160e-002
1.04712854805089e+000	2.99998485007177e-002,-1.05676403265726e-012	-3.63164714400030e-003,-7.88180161276455e-002
1.07151930523760e+000	2.99998485007170e-002,-1.08135503107786e-012	-3.80257667472782e-003,-8.06475107282416e-002
1.09647819614317e+000	2.99998485007162e-002,-1.10651709965354e-012	-3.98154021113223e-003,-8.25191618481471e-002
1.12201845430195e+000	2.99998485007154e-002,-1.13226341675735e-012	-4.16891429889262e-003,-8.44339187835789e-002
1.14815362149687e+000	2.99998485007146e-002,-1.15860745970342e-012	-4.36509302912366e-003,-8.63927506184606e-002
1.17489755493952e+000	2.99998485007137e-002,-1.18556300930992e-012	-4.57048884599624e-003,-8.83966465204763e-002
1.20226443461740e+000	2.99998485007128e-002,-1.21314415838183e-012	-4.78553339057388e-003,-9.04466160323958e-002
1.23026877081237e+000	2.99998485007119e-002,-1.24136531669235e-012	-5.01067838239442e-003,-9.25436893577499e-002
1.25892541179415e+000	2.99998485007109e-002,-1.27024121798040e-012	-5.24639654038417e-003,-9.46889176398566e-002
1.28824955169312e+000	2.99998485007099e-002,-1.29978692717222e-012	-5.49318254474551e-003,-9.68833732331190e-002
1.31825673855639e+000	2.99998485007088e-002,-1.33001784639224e-012	-5.75155404151834e-003,-9.91281499654224e-002
1.34896288259164e+000	2.99998485007076e-002,-1.36094972297990e-012	-6.02205269157322e-003,-1.01424363390371e-001
1.38038426460287e+000	2.99998485007064e-002,-1.39259865544881e-012	-6.30524526585232e-003,-1.03773151027996e-001
1.41253754462274e+000	2.99998485007052e-002,-1.42498110111102e-012	-6.60172478873543e-003,-1.06175672592460e-001
1.44543977074591e+000	2.99998485007039e-002,-1.45811388361838e-012	-6.91211173146556e-003,-1.08633110205180e-001
1.47910838816819e+000	2.99998485007025e-002,-1.49201419924021e-012	-7.23705525763099e-003,-1.11146668591632e-001
1.51356124843619e+000	2.99998485007011e-002,-1.52669962521615e-012	-7.57723452275891e-003,-1.13717575260031e-001
1.54881661891247e+000	2.99998485006996e-002,-1.56218812697675e-012	-7.93336003013582e-003,-1.16347080659854e-001
1.58489319246110e+000	2.99998485006980e-002,-1.59849806519189e-012	-8.30617504502849e-003,-1.19036458318117e-001
1.62181009735891e+000	2.99998485006964e-002,-1.63564820412960e-012	-8.69645706953665e-003,-1.21787004951070e-001
1.65958690743754e+000	2.99998485006947e-002,-1.67365771877776e-012	-9.10501938036626e-003,-1.24600040548868e-001
1.69824365246173e+000	2.99998485006929e-002,-1.71254620283596e-012	-9.53271263186465e-003,-1.27476908430558e-001
1.73780082874936e+000	2.99998485006910e-002,-1.75233367589336e-012	-9.98042652671279e-003,-1.30418975266539e-001
1.77827941003890e+000	2.99998485006890e-002,-1.79304059267771e-012	-1.04490915567179e-002,-1.33427631065443e-001
1.81970085860996e+000	2.99998485006869e-002,-1.83468784927968e-012	-1.09396808161963e-002,-1.36504289122164e-001
1.86208713666285e+000	2.99998485006848e-002,-1.87729679211581e-012	-1.14532118904776e-002,-1.39650385923537e-001
1.90546071796323e+000	2.99998485006825e-002,-1.92088922531119e-012	-1.19907488220973e-002,-1.42867381007899e-001
1.94984459975802e+000	2.99998485006801e-002,-1.96548741876990e-012	-1.25534041572770e-002,-1.46156756774527e-001
1.99526231496886e+000	2.99998485006777e-002,-2.01111411611426e-012	-1.31423410753138e-002,-1.49520018238637e-001
2.04173794466951e+000	2.99998485006751e-002,-2.05779254244462e-012	-1.37587756035190e-002,-1.52958692727359e-001
2.08929613085402e+000	2.99998485006724e-002,-2.10554641341391e-012	-1.44039789203516e-002,-1.56474329511768e-001
2.13796208950221e+000	2.99998485006695e-002,-2.15439993995786e-012	-1.50792797493901e-002,-1.60068499369714e-001
2.18776162394953e+000	2.99998485006665e-002,-2.20437783894176e-012	-1.57860668467725e-002,-1.63742794073853e-001
2.23872113856832e+000	2.99998485006634e-002,-2.25550534066588e-012	-1.65257915847073e-002,-1.67498825798904e-001
2.29086765276775e+000	2.99998485006602e-002,-2.30780819503130e-012	-1.72999706336144e-002,-1.71338226441736e-001
2.34422881531990e+000	2.99998485006567e-002,-2.36131267835358e-012	-1.81101887453991e-002,-1.75262646847505e-001
2.39883291901946e+000	2.99998485006532e-002,-2.41604560476387e-012	-1.89581016402840e-002,-1.79273755934591e-001
2.45470891568500e+000	2.99998485006494e-002,-2.47203432770668e-012	-1.98454389995263e-002,-1.83373239710635e-001
2.51188643150955e+000	2.99998485006455e-002,-2.52930675123287e-012	-2.07740075662276e-002,-1.87562800171466e-001
2.57039578276884e+000	2.99998485006414e-002,-2.58789133456172e-012	-2.17456943562977e-002,-1.91844154074214e-001
2.63026799189535e+000	2.99998485006372e-002,-2.64781709964248e-012	-2.27624699814582e-002,-1.96219031575343e-001
2.69153480392689e+000	2.99998485006327e-002,-2.70911363594773e-012	-2.38263920859670e-002,-2.00689174723769e-001
2.75422870333814e+000	2.99998485006280e-002,-2.77181110914335e-012	-2.49396088985039e-002,-2.05256335798641e-001
2.81838293126442e+000	2.99998485006231e-002,-2.83594026206129e-012	-2.61043629003780e-002,-2.09922275480733e-001
2.88403150312657e+000	2.99998485006179e-002,-2.90153242478224e-012	-2.73229946108975e-002,-2.14688760845717e-001
2.95120922666635e+000	2.99998485006126e-002,-2.96861951578869e-012	-2.85979464903740e-002,-2.19557563166957e-001
3.01995172040198e+000	2.99998485006069e-002,-3.03723404841491e-012	-2.99317669608165e-002,-2.24530455514687e-001
3.09029543251356e+000	2.99998485006010e-002,-3.10740913272088e-012	-3.13271145438960e-002,-2.29609210137758e-001
3.16227766016834e+000	2.99998485005949e-002,-3.17917848024223e-012	-3.27867621152264e-002,-2.34795595613334e-001
3.23593656929625e+000	2.99998485005885e-002,-3.25257640501861e-012	-3.43136012734092e-002,-2.40091373749132e-001
3.31131121482587e+000	2.99998485005817e-002,-3.32763782740375e-012	-3.59106468216109e-002,-2.45498296222004e-001
3.38844156139199e+000	2.99998485005747e-002,-3.40439827341849e-012	-3.75810413586994e-002,-2.51018100935783e-001
3.46736850452528e+000	2.99998485005673e-002,-3.48289387512075e-012	-3.93280599761184e-002,-2.56652508080492e-001
3.54813389233571e+000	2.99998485005596e-002,-3.56316137203569e-012	-4.11551150557589e-002,-2.62403215874089e-001
3.63078054770097e+000	2.99998485005515e-002,-3.64523810693934e-012	-4.30657611630515e-002,-2.68271895967071e-001
3.71535229097168e+000	2.99998485005431e-002,-3.72916202567835e-012	-4.50637000283700e-002,-2.74260188489310e-001
3.80189396320557e+000	2.99998485005343e-002,-3.81497167182285e-012	-4.71527856085824e-002,-2.80369696717611e-001
3.89045144994276e+000	2.99998485005250e-002,-3.90270618320281e-012	-4.93370292192071e-002,-2.86601981341537e-001
3.98107170553492e+000	2.99998485005154e-002,-3.99240528650507e-012	-5.16206047261220e-002,-2.92958554304154e-001
4.07380277804108e+000	2.99998485005053e-002,-4.08410928718294e-012	-5.40078537841165e-002,-2.99440872193443e-001
4.16869383470330e+000	2.99998485004947e-002,-4.17785906468823e-012	-5.65032911077712e-002,-3.06050329159234e-001
4.26579518801587e+000	2.99998485004837e-002,-4.27369605816393e-012	-5.91116097581730e-002,-3.12788249329694e-001
4.36515832240161e+000	2.99998485004722e-002,-4.37166225925496e-012	-6.18376864268367e-002,-3.19655878700569e-001
4.46683592150958e+000	2.99998485004601e-002,-4.47180019398035e-012	-6.46865866958651e-002,-3.26654376469635e-001
4.57088189614869e+000	2.99998485004475e-002,-4.57415291100810e-012	-6.76635702508661e-002,-3.33784805788153e-001
4.67735141287192e+000	2.99998485004344e-002,-4.67876396173249e-012	-7.07740960204123e-002,-3.41048123900484e-001
4.78630092322632e+000	2.99998485004206e-002,-4.78567738316260e-012	-7.40238272128895e-002,-3.48445171642566e-001
4.89778819368440e+000	2.99998485004062e-002,-4.89493767534527e-012	-7.74186362184137e-002,-3.55976662269567e-001
5.01187233627266e+000	2.99998485003912e-002,-5.00658977816847e-012	-8.09646093400997e-002,-3.63643169582800e-001
5.12861383991358e+000	2.99998485003755e-002,-5.12067904459295e-012	-8.46680513153229e-002,-3.71445115325965e-001
5.24807460249766e+000	2.99998485003591e-002,-5.23725121443891e-012	-8.85354895837297e-002,-3.79382755820891e-001
5.37031796370246e+000	2.99998485003420e-002,-5.35635238031433e-012	-9.25736782546048e-002,-3.87456167813371e-001
5.49540873857618e+000	2.99998485003241e-002,-5.47802895554501e-012	-9.67896017218110e-002,-3.95665233500306e-001
5.62341325190342e+000	2.99998485003054e-002,-5.60232763784550e-012	-1.01190477869848e-001,-4.04009624710310e-001
5.75439937337150e+000	2.99998485002859e-002,-5.72929536933375e-012	-1.05783760809655e-001,-4.12488786211243e-001
5.88843655355582e+000	2.99998485002655e-002,-5.85897929384660e-012	-1.10577143077618e-001,-4.21101918119766e-001
6.02559586074350e+000	2.99998485002442e-002,-5.99142671121789e-012	-1.15578557225781e-001,-4.29847957390140e-001
6.16595001861474e+000	2.99998485002221e-002,-6.12668503022981e-012	-1.20796176725634e-001,-4.38725558362027e-001
6.30957344480185e+000	2.99998485001989e-002,-6.26480171381809e-012	-1.26238416101926e-001,-4.47733072350198e-001
6.45654229034647e+000	2.99998485001747e-002,-6.40582422529957e-012	-1.31913930206867e-001,-4.56868526262689e-001
6.60693448007587e+000	2.99998485001495e-002,-6.54979996940536e-012	-1.37831612538812e-001,-4.66129600238301e-001
6.76082975391973e+000	2.99998485001232e-002,-6.69677622977892e-012	-1.44000592503105e-001,-4.75513604299385e-001
6.91830970918928e+000	2.99998485000957e-002,-6.84680010376599e-012	-1.50430231506244e-001,-4.85017454021626e-001
7.07945784384129e+000	2.99998485000671e-002,-6.99991843057166e-012	-1.57130117767961e-001,-4.94637645229187e-001
7.24435960074981e+000	2.99998485000373e-002,-7.15617772322271e-012	-1.64110059729251e-001,-5.04370227731110e-001
7.41310241300908e+000	2.99998485000062e-002,-7.31562408765207e-012	-1.71380077927914e-001,-5.14210778123351e-001
7.58577575029174e+000	2.99998484999738e-002,-7.47830314826355e-012	-1.78950395206833e-001,-5.24154371690375e-001
7.76247116628682e+000	2.99998484999400e-002,-7.64425995971467e-012	-1.86831425114183e-001,-5.34195553450824e-001
7.94328234724271e+000	2.99998484999048e-002,-7.81353892590149e-012	-1.95033758349006e-001,-5.44328308403561e-001
8.12830516164089e+000	2.99998484998682e-002,-7.98618371131727e-012	-2.03568147100430e-001,-5.54546031043392e-001
8.31763771102660e+000	2.99998484998300e-002,-8.16223714641958e-012	-2.12445487124140e-001,-5.64841494229959e-001
8.51138038202365e+000	2.99998484997903e-002,-8.34174113799170e-012	-2.21676797395935e-001,-5.75206817508890e-001
8.70963589956069e+000	2.99998484997490e-002,-8.52473657287487e-012	-2.31273197179249e-001,-5.85633435001112e-001
8.91250938133734e+000	2.99998484997060e-002,-8.71126321947844e-012	-2.41245880341784e-001,-5.96112062994483e-001
9.12010839355898e+000	2.99998484996613e-002,-8.90135963364216e-012	-2.51606086755923e-001,-6.06632667391425e-001
9.33254300796979e+000	2.99998484996147e-002,-9.09506305778340e-012	-2.62365070618659e-001,-6.17184431187110e-001
9.54992586021423e+000	2.99998484995664e-002,-9.29240932373032e-012	-2.73534065529638e-001,-6.27755722174938e-001
9.77237220955798e+000	2.99998484995162e-002,-9.49343275501217e-012	-2.85124246170752e-001,-6.38334061099362e-001
9.99999999999987e+000	2.99998484994640e-002,-9.69816607074581e-012	-2.97146686437831e-001,-6.48906090500616e-001
1.02329299228074e+001	2.99998484994098e-002,-9.90664029686138e-012	-3.09612313884632e-001,-6.59457544521314e-001
1.04712854805089e+001	2.99998484993535e-002,-1.01188846701641e-011	-3.22531860351743e-001,-6.69973219971146e-001
1.07151930523759e+001	2.99998484992951e-002,-1.03349265584665e-011	-3.35915808668549e-001,-6.80436948972696e-001
1.09647819614317e+001	2.99998484992345e-002,-1.05547913788736e-011	-3.49774335335238e-001,-6.90831573538556e-001
1.12201845430195e+001	2.99998484991717e-002,-1.07785025273338e-011	-3.64117249114272e-001,-7.01138922457056e-001
1.14815362149687e+001	2.99998484991066e-002,-1.10060813131584e-011	-3.78953925487048e-001,-7.11339790890737e-001
1.17489755493951e+001	2.99998484990391e-002,-1.12375469040133e-011	-3.94293236961800e-001,-7.21413923117699e-001
1.20226443461740e+001	2.99998484989693e-002,-1.14729162866067e-011	-4.10143479253453e-001,-7.31339998870790e-001
1.23026877081236e+001	2.99998484988970e-002,-1.17122042339622e-011	-4.26512293395097e-001,-7.41095623752574e-001
1.25892541179415e+001	2.99998484988221e-002,-1.19554232881518e-011	-4.43406583884327e-001,-7.50657324224737e-001
1.28824955169312e+001	2.99998484987447e-002,-1.22025837627497e-011	-4.60832433015724e-001,-7.60000547688252e-001
1.31825673855639e+001	2.99998484986648e-002,-1.24536937627655e-011	-4.78795011603313e-001,-7.69099668184648e-001
1.34896288259164e+001	2.99998484985821e-002,-1.27087592200513e-011	-4.97298486353795e-001,-7.77927998258368e-001
1.38038426460287e+001	2.99998484984968e-002,-1.29677839550331e-011	-5.16345924212438e-001,-7.86457807524692e-001
1.41253754462274e+001	2.99998484984088e-002,-1.32307697579970e-011	-5.35939194068402e-001,-7.94660348486234e-001
1.44543977074591e+001	2.99998484983180e-002,-1.34977165007028e-011	-5.56078866274636e-001,-8.02505890132893e-001
1.47910838816819e+001	2.99998484982244e-002,-1.37686222688478e-011	-5.76764110508484e-001,-8.09963759844466e-001
1.51356124843619e+001	2.99998484981279e-002,-1.40434835286688e-011	-5.97992592572391e-001,-8.17002394091275e-001
1.54881661891246e+001	2.99998484980287e-002,-1.43222953188659e-011	-6.19760370808439e-001,-8.23589398395275e-001
1.58489319246109e+001	2.99998484979265e-002,-1.46050514800005e-011	-6.42061792875054e-001,-8.29691616971716e-001
1.62181009735891e+001	2.99998484978215e-002,-1.48917449099896e-011	-6.64889393707949e-001,-8.35275212418914e-001
1.65958690743754e+001	2.99998484977136e-002,-1.51823678578027e-011	-6.88233795558828e-001,-8.40305755760591e-001
1.69824365246172e+001	2.99998484976029e-002,-1.54769122534346e-011	-7.12083611073247e-001,-8.44748327071425e-001
1.73780082874935e+001	2.99998484974892e-002,-1.57753700676774e-011	-7.36425350431836e-001,-8.48567626831761e-001
1.77827941003890e+001	2.99998484973727e-002,-1.60777337129621e-011	-7.61243333635064e-001,-8.51728098061952e-001
1.81970085860996e+001	2.99998484972534e-002,-1.63839964731456e-011	-7.86519609059454e-001,-8.54194059181071e-001
1.86208713666284e+001	2.99998484971312e-002,-1.66941529774484e-011	-8.12233879450647e-001,-8.55929847419078e-001
1.90546071796322e+001	2.99998484970062e-002,-1.70081996977896e-011	-8.38363436544614e-001,-8.56899972487141e-001
1.94984459975802e+001	2.99998484968785e-002,-1.73261354856377e-011	-8.64883105520683e-001,-8.57069280078631e-001
1.99526231496885e+001	2.99998484967481e-002,-1.76479621369898e-011	-8.91765200487580e-001,-8.56403124634872e-001
2.04173794466950e+001	2.99998484966150e-002,-1.79736849882623e-011	-9.18979492184921e-001,-8.54867550666757e-001
2.08929613085401e+001	2.99998484964794e-002,-1.83033135304484e-011	-9.46493189046333e-001,-8.52429481777849e-001
2.13796208950220e+001	2.99998484963412e-002,-1.86368620579138e-011	-9.74270932715745e-001,-8.49056916388740e-001
2.18776162394952e+001	2.99998484962007e-002,-1.89743503246679e-011	-1.00227480903480e+000,-8.44719129018819e-001
2.23872113856831e+001	2.99998484960578e-002,-1.93158042202364e-011	-1.03046437542647e+000,-8.39386875842688e-001
2.29086765276774e+001	2.99998484959126e-002,-1.96612564573352e-011	-1.05879670548783e+000,-8.33032603107103e-001
2.34422881531989e+001	2.99998484957653e-002,-2.00107472616778e-011	-1.08722645147453e+000,-8.25630656873270e-001
2.39883291901946e+001	2.99998484956160e-002,-2.03643250657515e-011	-1.11570592521119e+000,-8.17157492441291e-001
2.45470891568500e+001	2.99998484954648e-002,-2.07220471928525e-011	-1.14418519779743e+000,-8.07591881721383e-001
2.51188643150954e+001	2.99998484953118e-002,-2.10839805325736e-011	-1.17261221830098e+000,-7.96915116742468e-001
2.57039578276883e+001	2.99998484951572e-002,-2.14502022051852e-011	-1.20093295143807e+000,-7.85111207435321e-001
2.63026799189534e+001	2.99998484950010e-002,-2.18208001941188e-011	-1.22909153404189e+000,-7.72167071796511e-001
2.69153480392688e+001	2.99998484948435e-002,-2.21958739589189e-011	-1.25703044991297e+000,-7.58072716532330e-001
2.75422870333813e+001	2.99998484946848e-002,-2.25755350124893e-011	-1.28469072243648e+000,-7.42821406300084e-001
2.81838293126441e+001	2.99998484945250e-002,-2.29599074592401e-011	-1.31201212414205e+000,-7.26409819707812e-001
2.88403150312656e+001	2.99998484943644e-002,-2.33491284918231e-011	-1.33893340217689e+000,-7.08838190302980e-001
2.95120922666634e+001	2.99998484942030e-002,-2.37433488382394e-011	-1.36539251846524e+000,-6.90110430875270e-001
3.01995172040197e+001	2.99998484940410e-002,-2.41427331615726e-011	-1.39132690314079e+000,-6.70234239517279e-001
3.09029543251355e+001	2.99998484938787e-002,-2.45474603985948e-011	-1.41667371966620e+000,-6.49221186028031e-001
3.16227766016833e+001	2.99998484937161e-002,-2.49577240480172e-011	-1.44137013989859e+000,-6.27086777405697e-001
3.23593656929624e+001	2.99998484935535e-002,-2.53737323926453e-011	-1.46535362722465e+000,-6.03850501355137e-001
3.31131121482586e+001	2.99998484933910e-002,-2.57957086658147e-011	-1.48856222577528e+000,-5.79535846929992e-001
3.38844156139198e+001	2.99998484932288e-002,-2.62238911524586e-011	-1.51093485363994e+000,-5.54170301634812e-001
3.46736850452527e+001	2.99998484930671e-002,-2.66585332319318e-011	-1.53241159793551e+000,-5.27785324526805e-001
3.54813389233570e+001	2.99998484929060e-002,-2.70999033594709e-011	-1.55293400954454e+000,-5.00416295075658e-001
3.63078054770096e+001	2.99998484927457e-002,-2.75482849880152e-011	-1.57244539532281e+000,-4.72102437760275e-001
3.71535229097167e+001	2.99998484925864e-002,-2.80039764383158e-011	-1.59089110558611e+000,-4.42886722599723e-001
3.80189396320556e+001	2.99998484924282e-002,-2.84672907091615e-011	-1.60821881471955e+000,-4.12815742029222e-001
3.89045144994275e+001	2.99998484922713e-002,-2.89385552463648e-011	-1.62437879280834e+000,-3.81939564737846e-001
3.98107170553491e+001	2.99998484921158e-002,-2.94181116607260e-011	-1.63932416626520e+000,-3.50311567280329e-001
4.07380277804107e+001	2.99998484919619e-002,-2.99063154103550e-011	-1.65301116552376e+000,-3.17988244458937e-001
4.16869383470329e+001	2.99998484918097e-002,-3.04035354458089e-011	-1.66539935797781e+000,-2.85028999641358e-001
4.26579518801586e+001	2.99998484916593e-002,-3.09101538254963e-011	-1.67645186447071e+000,-2.51495916335638e-001
4.36515832240159e+001	2.99998484915109e-002,-3.14265653095233e-011	-1.68613555777465e+000,-2.17453512482923e-001
4.46683592150956e+001	2.99998484913645e-002,-3.19531769335152e-011	-1.69442124164482e+000,-1.82968479052619e-001
4.57088189614868e+001	2.99998484912203e-002,-3.24904075725528e-011	-1.70128380918560e+000,-1.48109404632752e-001
4.67735141287191e+001	2.99998484910785e-002,-3.30386874950647e-011	-1.70670237942380e+000,-1.12946487801074e-001
4.78630092322631e+001	2.99998484909390e-002,-3.35984579205738e-011	-1.71066041114548e+000,-7.75512391403187e-002
4.89778819368439e+001	2.99998484908019e-002,-3.41701705781949e-011	-1.71314579321733e+000,-4.19961748246511e-002
5.01187233627265e+001	2.99998484906674e-002,-3.47542872763955e-011	-1.71415091077958e+000,-6.35450375449579e-003
5.12861383991357e+001	2.99998484905355e-002,-3.53512794897531e-011	-1.71367268686439e+000,2.93001897458267e-002
5.24807460249765e+001	2.99998484904063e-002,-3.59616279588265e-011	-1.71171259916113e+000,6.48942656281937e-002
5.37031796370245e+001	2.99998484902798e-002,-3.65858223199237e-011	-1.70827667181778e+000,1.00354348165856e-001
5.49540873857616e+001	2.99998484901561e-002,-3.72243607560541e-011	-1.70337544233533e+000,1.35607644289424e-001
5.62341325190340e+001	2.99998484900352e-002,-3.78777496812526e-011	-1.69702390377961e+000,1.70582258169285e-001
5.75439937337148e+001	2.99998484899171e-002,-3.85465034548387e-011	-1.68924142270255e+000,2.05207500021639e-001
5.88843655355580e+001	2.99998484898019e-002,-3.92311441329505e-011	-1.68005163333162e+000,2.39414187148974e-001
6.02559586074348e+001	2.99998484896895e-002,-3.99322012535096e-011	-1.66948230875199e+000,2.73134935271927e-001
6.16595001861473e+001	2.99998484895800e-002,-4.06502116619935e-011	-1.65756520997091e+000,3.06304438268931e-001
6.30957344480184e+001	2.99998484894734e-002,-4.13857193711934e-011	-1.64433591391531e+000,3.38859734513178e-001
