Freq.	V(vin)	V(vout)
1.81970085860994e+004	2.99998484885331e-002,-1.02978156999222e-008	-6.05626405633629e-005,1.04939215217095e-002
1.86208713666282e+004	2.99998484886238e-002,-1.05376814296164e-008	-5.76712594847310e-005,1.02550698844745e-002
1.90546071796320e+004	2.99998484887188e-002,-1.07831343705006e-008	-5.49100082532245e-005,1.00216543813664e-002
1.94984459975800e+004	2.99998484888182e-002,-1.10343046644747e-008	-5.22730306130020e-005,9.79355133513629e-003
1.99526231496883e+004	2.99998484889224e-002,-1.12913254848166e-008	-4.97547338450862e-005,9.57063987974807e-003
2.04173794466948e+004	2.99998484890314e-002,-1.15543331067932e-008	-4.73497769101095e-005,9.35280189666220e-003
2.08929613085399e+004	2.99998484891456e-002,-1.18234669799144e-008	-4.50530591243840e-005,9.13992195255166e-003
2.13796208950218e+004	2.99998484892652e-002,-1.20988698018621e-008	-4.28597093453786e-005,8.93188723841867e-003
2.18776162394950e+004	2.99998484893904e-002,-1.23806875941524e-008	-4.07650756436145e-005,8.72858751008140e-003
2.23872113856829e+004	2.99998484895215e-002,-1.26690697795537e-008	-3.87647154392306e-005,8.52991503000067e-003
2.29086765276772e+004	2.99998484896588e-002,-1.29641692613062e-008	-3.68543860822228e-005,8.33576451041706e-003
2.34422881531987e+004	2.99998484898025e-002,-1.32661425041940e-008	-3.50300358564412e-005,8.14603305776937e-003
2.39883291901943e+004	2.99998484899531e-002,-1.35751496174973e-008	-3.32877953883506e-005,7.96062011836639e-003
2.45470891568497e+004	2.99998484901107e-002,-1.38913544398804e-008	-3.16239694422311e-005,7.77942742528413e-003
2.51188643150952e+004	2.99998484902758e-002,-1.42149246262577e-008	-3.00350290845779e-005,7.60235894646131e-003
2.57039578276880e+004	2.99998484904486e-002,-1.45460317366811e-008	-2.85176042009935e-005,7.42932083396664e-003
2.63026799189532e+004	2.99998484906296e-002,-1.48848513272962e-008	-2.70684763497495e-005,7.26022137441178e-003
2.69153480392685e+004	2.99998484908191e-002,-1.52315630434207e-008	-2.56845719369663e-005,7.09497094048464e-003
2.75422870333810e+004	2.99998484910175e-002,-1.55863507147879e-008	-2.43629556987424e-005,6.93348194357791e-003
2.81838293126439e+004	2.99998484912253e-002,-1.59494024530103e-008	-2.31008244766396e-005,6.77566878748857e-003
2.88403150312654e+004	2.99998484914429e-002,-1.63209107513054e-008	-2.18955012732721e-005,6.62144782316446e-003
2.95120922666631e+004	2.99998484916707e-002,-1.67010725865600e-008	-2.07444295752379e-005,6.47073730447450e-003
3.01995172040194e+004	2.99998484919093e-002,-1.70900895237548e-008	-1.96451679316811e-005,6.32345734497971e-003
3.09029543251352e+004	2.99998484921591e-002,-1.74881678228297e-008	-1.85953847766616e-005,6.17952987568270e-003
3.16227766016830e+004	2.99998484924207e-002,-1.78955185480395e-008	-1.75928534845923e-005,6.03887860373364e-003
3.23593656929620e+004	2.99998484926946e-002,-1.83123576798437e-008	-1.66354476481487e-005,5.90142897207142e-003
3.31131121482583e+004	2.99998484929815e-002,-1.87389062294237e-008	-1.57211365687075e-005,5.76710811997893e-003
3.38844156139194e+004	2.99998484932818e-002,-1.91753903558437e-008	-1.48479809496671e-005,5.63584484453196e-003
3.46736850452523e+004	2.99998484935963e-002,-1.96220414859556e-008	-1.40141287837021e-005,5.50756956292176e-003
3.54813389233567e+004	2.99998484939257e-002,-2.00790964370913e-008	-1.32178114249145e-005,5.38221427563158e-003
3.63078054770093e+004	2.99998484942705e-002,-2.05467975426101e-008	-1.24573398379221e-005,5.25971253044797e-003
3.71535229097164e+004	2.99998484946316e-002,-2.10253927803746e-008	-1.17311010157176e-005,5.13999938728815e-003
3.80189396320552e+004	2.99998484950097e-002,-2.15151359042075e-008	-1.10375545587117e-005,5.02301138382498e-003
3.89045144994271e+004	2.99998484954057e-002,-2.20162865784330e-008	-1.03752294077185e-005,4.90868650189177e-003
3.98107170553488e+004	2.99998484958203e-002,-2.25291105155173e-008	-9.74272072413324e-006,4.79696413464909e-003
4.07380277804103e+004	2.99998484962544e-002,-2.30538796169460e-008	-9.13868691034166e-006,4.68778505449671e-003
4.16869383470325e+004	2.99998484967090e-002,-2.35908721173595e-008	-8.56184676438845e-006,4.58109138171366e-003
4.26579518801582e+004	2.99998484971850e-002,-2.41403727320624e-008	-8.01097676265961e-006,4.47682655381003e-003
4.36515832240155e+004	2.99998484976835e-002,-2.47026728079456e-008	-7.48490846488176e-006,4.37493529557461e-003
4.46683592150952e+004	2.99998484982055e-002,-2.52780704779514e-008	-6.98252603596218e-006,4.27536358980243e-003
4.57088189614864e+004	2.99998484987520e-002,-2.58668708191054e-008	-6.50276387935932e-006,4.17805864868702e-003
4.67735141287187e+004	2.99998484993243e-002,-2.64693860142443e-008	-6.04460437704686e-006,4.08296888586228e-003
4.78630092322627e+004	2.99998484999236e-002,-2.70859355175158e-008	-5.60707573115000e-006,3.99004388907941e-003
4.89778819368434e+004	2.99998485005511e-002,-2.77168462237119e-008	-5.18924990282853e-006,3.89923439350437e-003
5.01187233627260e+004	2.99998485012083e-002,-2.83624526415562e-008	-4.79024064394852e-006,3.81049225562195e-003
5.12861383991352e+004	2.99998485018963e-002,-2.90230970710326e-008	-4.40920161732042e-006,3.72377042773283e-003
5.24807460249760e+004	2.99998485026168e-002,-2.96991297848218e-008	-4.04532460169561e-006,3.63902293302992e-003
5.37031796370239e+004	2.99998485033713e-002,-3.03909092139846e-008	-3.69783777746935e-006,3.55620484124122e-003
5.49540873857611e+004	2.99998485041613e-002,-3.10988021379499e-008	-3.36600408972106e-006,3.47527224482612e-003
5.62341325190335e+004	2.99998485049886e-002,-3.18231838789377e-008	-3.04911968486941e-006,3.39618223571276e-003
5.75439937337143e+004	2.99998485058548e-002,-3.25644385009007e-008	-2.74651241779361e-006,3.31889288256412e-003
5.88843655355574e+004	2.99998485067619e-002,-3.33229590130965e-008	-2.45754042623066e-006,3.24336320856088e-003
6.02559586074343e+004	2.99998485077117e-002,-3.40991475784045e-008	-2.18159076934184e-006,3.16955316968943e-003
6.16595001861467e+004	2.99998485087063e-002,-3.48934157264871e-008	-1.91807812765718e-006,3.09742363352341e-003
6.30957344480177e+004	2.99998485097477e-002,-3.57061845719111e-008	-1.66644356159630e-006,3.02693635848777e-003
6.45654229034639e+004	2.99998485108382e-002,-3.65378850373481e-008	-1.42615332592369e-006,2.95805397359433e-003
6.60693448007579e+004	2.99998485119802e-002,-3.73889580819706e-008	-1.19669773766470e-006,2.89073995863815e-003
6.76082975391965e+004	2.99998485131759e-002,-3.82598549351590e-008	-9.77590095010278e-007,2.82495862484428e-003
6.91830970918919e+004	2.99998485144280e-002,-3.91510373356532e-008	-7.68365645038502e-007,2.76067509595467e-003
7.07945784384120e+004	2.99998485157392e-002,-4.00629777762628e-008	-5.68580597907695e-007,2.69785528974530e-003
7.24435960074972e+004	2.99998485171121e-002,-4.09961597542805e-008	-3.77811185557284e-007,2.63646589996367e-003
7.41310241300899e+004	2.99998485185497e-002,-4.19510780277103e-008	-1.95652762852161e-007,2.57647437867724e-003
7.58577575029165e+004	2.99998485200551e-002,-4.29282388774685e-008	-2.17189493334491e-008,2.51784891902341e-003
7.76247116628672e+004	2.99998485216314e-002,-4.39281603756794e-008	1.44359190386301e-007,2.46055843835192e-003
7.94328234724261e+004	2.99998485232820e-002,-4.49513726602118e-008	3.02933929106561e-007,2.40457256175088e-003
8.12830516164079e+004	2.99998485250104e-002,-4.59984182156094e-008	4.54341624312599e-007,2.34986160594757e-003
8.31763771102650e+004	2.99998485268203e-002,-4.70698521605432e-008	5.98903431582240e-007,2.29639656357564e-003
8.51138038202355e+004	2.99998485287155e-002,-4.81662425419682e-008	7.36925985813514e-007,2.24414908780025e-003
8.70963589956058e+004	2.99998485307000e-002,-4.92881706361026e-008	8.68702051627993e-007,2.19309147729321e-003
8.91250938133723e+004	2.99998485327780e-002,-5.04362312564199e-008	9.94511144375779e-007,2.14319666154998e-003
9.12010839355886e+004	2.99998485349540e-002,-5.16110330688047e-008	1.11462012302756e-006,2.09443818654095e-003
9.33254300796967e+004	2.99998485372326e-002,-5.28131989140208e-008	1.22928375622007e-006,2.04679020068926e-003
9.54992586021411e+004	2.99998485396185e-002,-5.40433661377019e-008	1.33874526269881e-006,2.00022744116777e-003
9.77237220955786e+004	2.99998485421169e-002,-5.53021869279902e-008	1.44323682716059e-006,1.95472522050811e-003
9.99999999999974e+004	2.99998485447330e-002,-5.65903286610480e-008	1.54298009286125e-006,1.91025941351449e-003
1.02329299228073e+005	2.99998485474724e-002,-5.79084742545779e-008	1.63818663168058e-006,1.86680644447541e-003
1.04712854805087e+005	2.99998485503410e-002,-5.92573225295778e-008	1.72905839299423e-006,1.82434327466666e-003
1.07151930523758e+005	2.99998485533448e-002,-6.06375885804981e-008	1.81578813202889e-006,1.78284739013877e-003
1.09647819614316e+005	2.99998485564901e-002,-6.20500041539974e-008	1.89855981874709e-006,1.74229678978265e-003
1.12201845430193e+005	2.99998485597837e-002,-6.34953180365019e-008	1.97754902815477e-006,1.70266997366693e-003
1.14815362149685e+005	2.99998485632325e-002,-6.49742964507748e-008	2.05292331269952e-006,1.66394593164098e-003
1.17489755493950e+005	2.99998485668439e-002,-6.64877234616888e-008	2.12484255777620e-006,1.62610413219748e-003
1.20226443461738e+005	2.99998485706255e-002,-6.80364013914316e-008	2.19345932091046e-006,1.58912451158871e-003
1.23026877081235e+005	2.99998485745853e-002,-6.96211512443505e-008	2.25891915537138e-006,1.55298746319069e-003
1.25892541179413e+005	2.99998485787318e-002,-7.12428131416650e-008	2.32136091901994e-006,1.51767382710976e-003
1.28824955169310e+005	2.99998485830737e-002,-7.29022467662749e-008	2.38091706890840e-006,1.48316488002582e-003
1.31825673855637e+005	2.99998485876203e-002,-7.46003318178898e-008	2.43771394230381e-006,1.44944232526709e-003
1.34896288259162e+005	2.99998485923812e-002,-7.63379684787271e-008	2.49187202480856e-006,1.41648828311095e-003
1.38038426460285e+005	2.99998485973665e-002,-7.81160778900159e-008	2.54350620594763e-006,1.38428528130599e-003
1.41253754462272e+005	2.99998486025867e-002,-7.99356026395627e-008	2.59272602304295e-006,1.35281624580988e-003
1.44543977074589e+005	2.99998486080531e-002,-8.17975072606184e-008	2.63963589362988e-006,1.32206449173848e-003
1.47910838816817e+005	2.99998486137771e-002,-8.37027787423304e-008	2.68433533709422e-006,1.29201371452130e-003
1.51356124843617e+005	2.99998486197709e-002,-8.56524270520184e-008	2.72691918593027e-006,1.26264798125850e-003
1.54881661891244e+005	2.99998486260472e-002,-8.76474856695750e-008	2.76747778700862e-006,1.23395172227514e-003
1.58489319246107e+005	2.99998486326194e-002,-8.96890121342406e-008	2.80609719342101e-006,1.20590972286783e-003
1.62181009735889e+005	2.99998486395014e-002,-9.17780886040611e-008	2.84285934719873e-006,1.17850711523985e-003
1.65958690743752e+005	2.99998486467078e-002,-9.39158224283010e-008	2.87784225332273e-006,1.15172937062004e-003
1.69824365246170e+005	2.99998486542539e-002,-9.61033467331247e-008	2.91112014540879e-006,1.12556229156167e-003
1.73780082874933e+005	2.99998486621557e-002,-9.83418210208326e-008	2.94276364345113e-006,1.09999200441689e-003
1.77827941003888e+005	2.99998486704301e-002,-1.00632431782979e-007	2.97283990387601e-006,1.07500495198309e-003
1.81970085860994e+005	2.99998486790944e-002,-1.02976393127678e-007	3.00141276226608e-006,1.05058788631700e-003
1.86208713666282e+005	2.99998486881672e-002,-1.05374947421425e-007	3.02854286913547e-006,1.02672786171291e-003
1.90546071796320e+005	2.99998486976677e-002,-1.07829365945768e-007	3.05428781894983e-006,1.00341222784126e-003
1.94984459975799e+005	2.99998487076161e-002,-1.10340949569160e-007	3.07870227264639e-006,9.80628623043922e-004
1.99526231496883e+005	2.99998487180335e-002,-1.12911029434347e-007	3.10183807404781e-006,9.58364967782690e-004
2.04173794466948e+005	2.99998487289420e-002,-1.15540967661640e-007	3.12374436031888e-006,9.36609458237488e-004
2.08929613085398e+005	2.99998487403647e-002,-1.18232158068430e-007	3.14446766669189e-006,9.15350560050923e-004
2.13796208950218e+005	2.99998487523260e-002,-1.20986026905321e-007	3.16405202576732e-006,8.94577002215876e-004
2.18776162394949e+005	2.99998487648512e-002,-1.23804033609258e-007	3.18253906153067e-006,8.74277771102910e-004
2.23872113856828e+005	2.99998487779669e-002,-1.26687671574019e-007	3.19996807834552e-006,8.54442104624332e-004
2.29086765276771e+005	2.99998487917010e-002,-1.29638468938493e-007	3.21637614506508e-006,8.35059486531857e-004
2.34422881531986e+005	2.99998488060826e-002,-1.32657989393114e-007	3.23179817451717e-006,8.16119640844816e-004
2.39883291901943e+005	2.99998488211422e-002,-1.35747833004885e-007	3.24626699841311e-006,7.97612526406050e-004
2.45470891568497e+005	2.99998488369119e-002,-1.38909637061396e-007	3.25981343802899e-006,7.79528331562531e-004
2.51188643150951e+005	2.99998488534252e-002,-1.42145076934271e-007	3.27246637062475e-006,7.61857468967995e-004
2.57039578276880e+005	2.99998488707171e-002,-1.45455866962474e-007	3.28425279192551e-006,7.44590570504767e-004
2.63026799189531e+005	2.99998488888243e-002,-1.48843761355922e-007	3.29519787463546e-006,7.27718482322210e-004
2.69153480392684e+005	2.99998489077853e-002,-1.52310555119863e-007	3.30532502327251e-006,7.11232259989075e-004
2.75422870333809e+005	2.99998489276404e-002,-1.55858085000470e-007	3.31465592538945e-006,6.95123163757304e-004
2.81838293126438e+005	2.99998489484318e-002,-1.59488230452140e-007	3.32321059920947e-006,6.79382653934738e-004
2.88403150312653e+005	2.99998489702037e-002,-1.63202914626964e-007	3.33100743802293e-006,6.64002386364343e-004
2.95120922666631e+005	2.99998489930023e-002,-1.67004105386873e-007	3.33806325114594e-006,6.48974208007561e-004
3.01995172040193e+005	2.99998490168760e-002,-1.70893816338953e-007	3.34439330187085e-006,6.34290152629473e-004
3.09029543251351e+005	2.99998490418756e-002,-1.74874107894440e-007	3.35001134222843e-006,6.19942436583556e-004
3.16227766016829e+005	2.99998490680542e-002,-1.78947088351923e-007	3.35492964479052e-006,6.05923454693773e-004
3.23593656929619e+005	2.99998490954675e-002,-1.83114915005274e-007	3.35915903163821e-006,5.92225776231903e-004
3.31131121482582e+005	2.99998491241737e-002,-1.87379795276864e-007	3.36270890044683e-006,5.78842140987987e-004
3.38844156139193e+005	2.99998491542339e-002,-1.91743987876589e-007	3.36558724788050e-006,5.65765455431849e-004
3.46736850452522e+005	2.99998491857120e-002,-1.96209803987298e-007	3.36780069034107e-006,5.52988788963707e-004
3.54813389233566e+005	2.99998492186748e-002,-2.00779608477168e-007	3.36935448209605e-006,5.40505370251920e-004
3.63078054770091e+005	2.99998492531926e-002,-2.05455821139623e-007	3.37025253093620e-006,5.28308583655985e-004
3.71535229097162e+005	2.99998492893386e-002,-2.10240917961380e-007	3.37049741136811e-006,5.16391965732931e-004
3.80189396320551e+005	2.99998493271898e-002,-2.15137432419234e-007	3.37009037542149e-006,5.04749201825299e-004
3.89045144994270e+005	2.99998493668268e-002,-2.20147956806178e-007	3.36903136113550e-006,4.93374122728981e-004
3.98107170553486e+005	2.99998494083337e-002,-2.25275143587494e-007	3.36731899882627e-006,4.82260701439164e-004
4.07380277804102e+005	2.99998494517989e-002,-2.30521706787445e-007	3.36495061508714e-006,4.71403049972754e-004
4.16869383470324e+005	2.99998494973150e-002,-2.35890423407203e-007	3.36192223470734e-006,4.60795416265628e-004
4.26579518801581e+005	2.99998495449787e-002,-2.41384134874667e-007	3.35822858047591e-006,4.50432181143143e-004
4.36515832240154e+005	2.99998495948916e-002,-2.47005748526846e-007	3.35386307097688e-006,4.40307855362358e-004
4.46683592150951e+005	2.99998496471599e-002,-2.52758239125457e-007	3.34881781640164e-006,4.30417076724477e-004
4.57088189614862e+005	2.99998497018948e-002,-2.58644650406434e-007	3.34308361245664e-006,4.20754607256041e-004
4.67735141287185e+005	2.99998497592130e-002,-2.64668096664036e-007	3.33664993245990e-006,4.11315330457450e-004
4.78630092322625e+005	2.99998498192364e-002,-2.70831764370248e-007	3.32950491757286e-006,4.02094248617448e-004
4.89778819368433e+005	2.99998498820930e-002,-2.77138913830189e-007	3.32163536538761e-006,3.93086480192193e-004
5.01187233627259e+005	2.99998499479167e-002,-2.83592880874238e-007	3.31302671681757e-006,3.84287257247645e-004
5.12861383991351e+005	2.99998500168477e-002,-2.90197078587610e-007	3.30366304136971e-006,3.75691922963953e-004
5.24807460249758e+005	2.99998500890329e-002,-2.96954999078099e-007	3.29352702099946e-006,3.67295929200630e-004
5.37031796370238e+005	2.99998501646262e-002,-3.03870215282754e-007	3.28259993241306e-006,3.59094834121314e-004
5.49540873857609e+005	2.99998502437888e-002,-3.10946382814198e-007	3.27086162809839e-006,3.51084299876906e-004
5.62341325190334e+005	2.99998503266896e-002,-3.18187241847380e-007	3.25829051602868e-006,3.43260090345999e-004
5.75439937337141e+005	2.99998504135053e-002,-3.25596619047486e-007	3.24486353821957e-006,3.35618068931429e-004
5.88843655355573e+005	2.99998505044211e-002,-3.33178429539793e-007	3.23055614823327e-006,3.28154196411910e-004
6.02559586074341e+005	2.99998505996311e-002,-3.40936678922219e-007	3.21534228761231e-006,3.20864528847681e-004
6.16595001861465e+005	2.99998506993386e-002,-3.48875465321351e-007	3.19919436154135e-006,3.13745215539151e-004
6.30957344480176e+005	2.99998508037563e-002,-3.56998981492712e-007	3.18208321377182e-006,3.06792497037517e-004
6.45654229034638e+005	2.99998509131074e-002,-3.65311516966046e-007	3.16397810084905e-006,3.00002703206419e-004
6.60693448007578e+005	2.99998510276255e-002,-3.73817460236398e-007	3.14484666593534e-006,2.93372251333656e-004
6.76082975391963e+005	2.99998511475552e-002,-3.82521301001758e-007	3.12465491227563e-006,2.86897644292038e-004
6.91830970918917e+005	2.99998512731530e-002,-3.91427632448037e-007	3.10336717648449e-006,2.80575468748466e-004
7.07945784384118e+005	2.99998514046875e-002,-4.00541153582160e-007	3.08094610182268e-006,2.74402393420358e-004
7.24435960074970e+005	2.99998515424400e-002,-4.09866671614004e-007	3.05735261161774e-006,2.68375167378539e-004
7.41310241300897e+005	2.99998516867053e-002,-4.19409104387984e-007	3.03254588303499e-006,2.62490618395744e-004
7.58577575029163e+005	2.99998518377922e-002,-4.29173482864987e-007	3.00648332141572e-006,2.56745651339890e-004
7.76247116628670e+005	2.99998519960245e-002,-4.39164953655436e-007	2.97912053525556e-006,2.51137246611275e-004
7.94328234724259e+005	2.99998521617409e-002,-4.49388781604160e-007	2.95041131221849e-006,2.45662458622916e-004
8.12830516164076e+005	2.99998523352969e-002,-4.59850352427835e-007	2.92030759623495e-006,2.40318414323152e-004
8.31763771102648e+005	2.99998525170645e-002,-4.70555175405645e-007	2.88875946604684e-006,2.35102311759769e-004
8.51138038202353e+005	2.99998527074339e-002,-4.81508886123857e-007	2.85571511529116e-006,2.30011418684797e-004
8.70963589956056e+005	2.99998529068135e-002,-4.92717249274955e-007	2.82112083447097e-006,2.25043071199191e-004
8.91250938133721e+005	2.99998531156317e-002,-5.04186161511979e-007	2.78492099495958e-006,2.20194672436600e-004
9.12010839355884e+005	2.99998533343372e-002,-5.15921654358616e-007	2.74705803537424e-006,2.15463691285390e-004
9.33254300796965e+005	2.99998535634002e-002,-5.27929897175682e-007	2.70747245041149e-006,2.10847661148152e-004
9.54992586021409e+005	2.99998538033137e-002,-5.40217200184459e-007	2.66610278255343e-006,2.06344178737825e-004
9.77237220955783e+005	2.99998540545940e-002,-5.52790017547410e-007	2.62288561663632e-006,2.01950902909659e-004
1.00000000000000e+006	2.99998543177826e-002,-5.65654950506734e-007	2.57775557775154e-006,1.97665553528139e-004
