Freq.	V(vin)
3.01995172040198e+000	(-3.04576187692845e+001dB,-5.80071903910070e-009°)
3.09029543251356e+000	(-3.04576187692862e+001dB,-5.93474425451671e-009°)
3.16227766016834e+000	(-3.04576187692879e+001dB,-6.07181430376500e-009°)
3.23593656929625e+000	(-3.04576187692898e+001dB,-6.21199472216484e-009°)
3.31131121482587e+000	(-3.04576187692918e+001dB,-6.35535220301598e-009°)
3.38844156139199e+000	(-3.04576187692938e+001dB,-6.50195459636296e-009°)
3.46736850452528e+000	(-3.04576187692959e+001dB,-6.65187090970174e-009°)
3.54813389233571e+000	(-3.04576187692982e+001dB,-6.80517131071114e-009°)
3.63078054770097e+000	(-3.04576187693005e+001dB,-6.96192711920003e-009°)
3.71535229097168e+000	(-3.04576187693029e+001dB,-7.12221080676318e-009°)
3.80189396320557e+000	(-3.04576187693055e+001dB,-7.28609598656888e-009°)
3.89045144994276e+000	(-3.04576187693082e+001dB,-7.45365740674382e-009°)
3.98107170553492e+000	(-3.04576187693110e+001dB,-7.62497094005422e-009°)
4.07380277804108e+000	(-3.04576187693139e+001dB,-7.80011356463431e-009°)
4.16869383470330e+000	(-3.04576187693169e+001dB,-7.97916335488032e-009°)
4.26579518801587e+000	(-3.04576187693201e+001dB,-8.16219945412528e-009°)
4.36515832240161e+000	(-3.04576187693235e+001dB,-8.34930206090851e-009°)
4.46683592150958e+000	(-3.04576187693270e+001dB,-8.54055239435383e-009°)
4.57088189614869e+000	(-3.04576187693306e+001dB,-8.73603267177613e-009°)
4.67735141287192e+000	(-3.04576187693344e+001dB,-8.93582607063161e-009°)
4.78630092322632e+000	(-3.04576187693384e+001dB,-9.14001669583713e-009°)
4.89778819368440e+000	(-3.04576187693426e+001dB,-9.34868953665098e-009°)
5.01187233627266e+000	(-3.04576187693469e+001dB,-9.56193042237036e-009°)
5.12861383991358e+000	(-3.04576187693515e+001dB,-9.77982597120737e-009°)
5.24807460249766e+000	(-3.04576187693562e+001dB,-1.00024635402250e-008°)
5.37031796370246e+000	(-3.04576187693612e+001dB,-1.02299311602645e-008°)
5.49540873857618e+000	(-3.04576187693663e+001dB,-1.04623174746965e-008°)
5.62341325190342e+000	(-3.04576187693718e+001dB,-1.06997116700365e-008°)
5.75439937337150e+000	(-3.04576187693774e+001dB,-1.09422033995786e-008°)
5.88843655355582e+000	(-3.04576187693833e+001dB,-1.11898827018736e-008°)
6.02559586074350e+000	(-3.04576187693895e+001dB,-1.14428399134061e-008°)
6.16595001861474e+000	(-3.04576187693959e+001dB,-1.17011655787379e-008°)
6.30957344480185e+000	(-3.04576187694026e+001dB,-1.19649503458567e-008°)
6.45654229034647e+000	(-3.04576187694096e+001dB,-1.22342848634782e-008°)
6.60693448007587e+000	(-3.04576187694169e+001dB,-1.25092596684271e-008°)
6.76082975391973e+000	(-3.04576187694245e+001dB,-1.27899650662665e-008°)
6.91830970918928e+000	(-3.04576187694325e+001dB,-1.30764910067554e-008°)
7.07945784384129e+000	(-3.04576187694407e+001dB,-1.33689269466377e-008°)
7.24435960074981e+000	(-3.04576187694494e+001dB,-1.36673617196997e-008°)
7.41310241300908e+000	(-3.04576187694584e+001dB,-1.39718833822318e-008°)
7.58577575029174e+000	(-3.04576187694678e+001dB,-1.42825790708667e-008°)
7.76247116628682e+000	(-3.04576187694775e+001dB,-1.45995348340966e-008°)
7.94328234724271e+000	(-3.04576187694877e+001dB,-1.49228354775444e-008°)
8.12830516164089e+000	(-3.04576187694983e+001dB,-1.52525643946707e-008°)
8.31763771102660e+000	(-3.04576187695094e+001dB,-1.55888033860370e-008°)
8.51138038202365e+000	(-3.04576187695209e+001dB,-1.59316324881081e-008°)
8.70963589956069e+000	(-3.04576187695329e+001dB,-1.62811297893933e-008°)
8.91250938133734e+000	(-3.04576187695453e+001dB,-1.66373712423432e-008°)
9.12010839355898e+000	(-3.04576187695583e+001dB,-1.70004304835596e-008°)
9.33254300796979e+000	(-3.04576187695717e+001dB,-1.73703786411798e-008°)
9.54992586021423e+000	(-3.04576187695857e+001dB,-1.77472841493002e-008°)
9.77237220955798e+000	(-3.04576187696003e+001dB,-1.81312125613642e-008°)
9.99999999999987e+000	(-3.04576187696154e+001dB,-1.85222263665977e-008°)
1.02329299228074e+001	(-3.04576187696311e+001dB,-1.89203848204618e-008°)
1.04712854805089e+001	(-3.04576187696474e+001dB,-1.93257437614235e-008°)
1.07151930523759e+001	(-3.04576187696643e+001dB,-1.97383554584187e-008°)
1.09647819614317e+001	(-3.04576187696818e+001dB,-2.01582684547875e-008°)
1.12201845430195e+001	(-3.04576187697000e+001dB,-2.05855274337259e-008°)
1.14815362149687e+001	(-3.04576187697188e+001dB,-2.10201730932260e-008°)
1.17489755493951e+001	(-3.04576187697384e+001dB,-2.14622420410186e-008°)
1.20226443461740e+001	(-3.04576187697586e+001dB,-2.19117667194905e-008°)
1.23026877081236e+001	(-3.04576187697795e+001dB,-2.23687753431808e-008°)
1.25892541179415e+001	(-3.04576187698012e+001dB,-2.28332918658043e-008°)
1.28824955169312e+001	(-3.04576187698236e+001dB,-2.33053359849361e-008°)
1.31825673855639e+001	(-3.04576187698468e+001dB,-2.37849231800827e-008°)
1.34896288259164e+001	(-3.04576187698707e+001dB,-2.42720647803046e-008°)
1.38038426460287e+001	(-3.04576187698954e+001dB,-2.47667680821152e-008°)
1.41253754462274e+001	(-3.04576187699209e+001dB,-2.52690365047263e-008°)
1.44543977074591e+001	(-3.04576187699472e+001dB,-2.57788698032166e-008°)
1.47910838816819e+001	(-3.04576187699743e+001dB,-2.62962643215186e-008°)
1.51356124843619e+001	(-3.04576187700022e+001dB,-2.68212133106080e-008°)
1.54881661891246e+001	(-3.04576187700309e+001dB,-2.73537072950523e-008°)
1.58489319246109e+001	(-3.04576187700605e+001dB,-2.78937345111313e-008°)
1.62181009735891e+001	(-3.04576187700909e+001dB,-2.84412813947973e-008°)
1.65958690743754e+001	(-3.04576187701222e+001dB,-2.89963331425979e-008°)
1.69824365246172e+001	(-3.04576187701542e+001dB,-2.95588743418811e-008°)
1.73780082874935e+001	(-3.04576187701871e+001dB,-3.01288896579119e-008°)
1.77827941003890e+001	(-3.04576187702209e+001dB,-3.07063645994280e-008°)
1.81970085860996e+001	(-3.04576187702554e+001dB,-3.12912863394765e-008°)
1.86208713666284e+001	(-3.04576187702908e+001dB,-3.18836446205726e-008°)
1.90546071796322e+001	(-3.04576187703270e+001dB,-3.24834327045444e-008°)
1.94984459975802e+001	(-3.04576187703640e+001dB,-3.30906483978471e-008°)
1.99526231496885e+001	(-3.04576187704017e+001dB,-3.37052951306004e-008°)
2.04173794466950e+001	(-3.04576187704402e+001dB,-3.43273830946603e-008°)
2.08929613085401e+001	(-3.04576187704795e+001dB,-3.49569304165806e-008°)
2.13796208950220e+001	(-3.04576187705195e+001dB,-3.55939643967265e-008°)
2.18776162394952e+001	(-3.04576187705602e+001dB,-3.62385227626678e-008°)
2.23872113856831e+001	(-3.04576187706016e+001dB,-3.68906549600063e-008°)
2.29086765276774e+001	(-3.04576187706436e+001dB,-3.75504234657428e-008°)
2.34422881531989e+001	(-3.04576187706862e+001dB,-3.82179051057191e-008°)
2.39883291901946e+001	(-3.04576187707295e+001dB,-3.88931923796396e-008°)
2.45470891568500e+001	(-3.04576187707733e+001dB,-3.95763947674886e-008°)
2.51188643150954e+001	(-3.04576187708176e+001dB,-4.02676400196234e-008°)
2.57039578276883e+001	(-3.04576187708623e+001dB,-4.09670754256549e-008°)
2.63026799189534e+001	(-3.04576187709075e+001dB,-4.16748690224082e-008°)
2.69153480392688e+001	(-3.04576187709531e+001dB,-4.23912107645801e-008°)
2.75422870333813e+001	(-3.04576187709991e+001dB,-4.31163136272048e-008°)
2.81838293126441e+001	(-3.04576187710454e+001dB,-4.38504146334431e-008°)
2.88403150312656e+001	(-3.04576187710919e+001dB,-4.45937758032824e-008°)
2.95120922666634e+001	(-3.04576187711386e+001dB,-4.53466850074540e-008°)
3.01995172040197e+001	(-3.04576187711855e+001dB,-4.61094567308701e-008°)
3.09029543251355e+001	(-3.04576187712325e+001dB,-4.68824327193183e-008°)
3.16227766016833e+001	(-3.04576187712796e+001dB,-4.76659825299810e-008°)
3.23593656929624e+001	(-3.04576187713266e+001dB,-4.84605039557237e-008°)
3.31131121482586e+001	(-3.04576187713737e+001dB,-4.92664233429655e-008°)
3.38844156139198e+001	(-3.04576187714206e+001dB,-5.00841957847043e-008°)
3.46736850452527e+001	(-3.04576187714675e+001dB,-5.09143052023054e-008°)
3.54813389233570e+001	(-3.04576187715141e+001dB,-5.17572643100930e-008°)
3.63078054770096e+001	(-3.04576187715605e+001dB,-5.26136144660380e-008°)
3.71535229097167e+001	(-3.04576187716066e+001dB,-5.34839254236835e-008°)
3.80189396320556e+001	(-3.04576187716524e+001dB,-5.43687949697014e-008°)
3.89045144994275e+001	(-3.04576187716979e+001dB,-5.52688484826856e-008°)
3.98107170553491e+001	(-3.04576187717429e+001dB,-5.61847383945010e-008°)
4.07380277804107e+001	(-3.04576187717875e+001dB,-5.71171435835587e-008°)
4.16869383470329e+001	(-3.04576187718315e+001dB,-5.80667686970765e-008°)
4.26579518801586e+001	(-3.04576187718751e+001dB,-5.90343434165503e-008°)
4.36515832240159e+001	(-3.04576187719181e+001dB,-6.00206216820547e-008°)
4.46683592150956e+001	(-3.04576187719604e+001dB,-6.10263808782964e-008°)
4.57088189614868e+001	(-3.04576187720022e+001dB,-6.20524210017914e-008°)
4.67735141287191e+001	(-3.04576187720432e+001dB,-6.30995638088572e-008°)
4.78630092322631e+001	(-3.04576187720836e+001dB,-6.41686519709659e-008°)
4.89778819368439e+001	(-3.04576187721233e+001dB,-6.52605482315333e-008°)
5.01187233627265e+001	(-3.04576187721622e+001dB,-6.63761345842176e-008°)
5.12861383991357e+001	(-3.04576187722004e+001dB,-6.75163114836813e-008°)
5.24807460249765e+001	(-3.04576187722378e+001dB,-6.86819970813963e-008°)
5.37031796370245e+001	(-3.04576187722745e+001dB,-6.98741265185503e-008°)
5.49540873857616e+001	(-3.04576187723103e+001dB,-7.10936512594104e-008°)
5.62341325190340e+001	(-3.04576187723453e+001dB,-7.23415384884242e-008°)
5.75439937337148e+001	(-3.04576187723795e+001dB,-7.36187705644911e-008°)
5.88843655355580e+001	(-3.04576187724129e+001dB,-7.49263445464265e-008°)
6.02559586074348e+001	(-3.04576187724454e+001dB,-7.62652717822709e-008°)
6.16595001861473e+001	(-3.04576187724771e+001dB,-7.76365775765395e-008°)
6.30957344480184e+001	(-3.04576187725080e+001dB,-7.90413009223775e-008°)
6.45654229034646e+001	(-3.04576187725380e+001dB,-8.04804943215748e-008°)
6.60693448007586e+001	(-3.04576187725672e+001dB,-8.19552236666564e-008°)
6.76082975391971e+001	(-3.04576187725956e+001dB,-8.34665682044395e-008°)
6.91830970918926e+001	(-3.04576187726231e+001dB,-8.50156205731826e-008°)
7.07945784384127e+001	(-3.04576187726499e+001dB,-8.66034869065572e-008°)
7.24435960074979e+001	(-3.04576187726758e+001dB,-8.82312870162364e-008°)
7.41310241300906e+001	(-3.04576187727009e+001dB,-8.99001546345312e-008°)
7.58577575029172e+001	(-3.04576187727253e+001dB,-9.16112377284527e-008°)
7.76247116628680e+001	(-3.04576187727489e+001dB,-9.33656988715430e-008°)
7.94328234724269e+001	(-3.04576187727717e+001dB,-9.51647156807916e-008°)
8.12830516164086e+001	(-3.04576187727938e+001dB,-9.70094813029564e-008°)
8.31763771102658e+001	(-3.04576187728151e+001dB,-9.89012049653641e-008°)
8.51138038202363e+001	(-3.04576187728357e+001dB,-1.00841112565326e-007°)
8.70963589956067e+001	(-3.04576187728557e+001dB,-1.02830447313456e-007°)
8.91250938133731e+001	(-3.04576187728749e+001dB,-1.04870470422849e-007°)
9.12010839355895e+001	(-3.04576187728934e+001dB,-1.06962461833586e-007°)
9.33254300796976e+001	(-3.04576187729113e+001dB,-1.09107720978899e-007°)
9.54992586021420e+001	(-3.04576187729286e+001dB,-1.11307567588285e-007°)
9.77237220955795e+001	(-3.04576187729452e+001dB,-1.13563342520655e-007°)
9.99999999999984e+001	(-3.04576187729613e+001dB,-1.15876408630272e-007°)
1.02329299228074e+002	(-3.04576187729767e+001dB,-1.18248151659582e-007°)
1.04712854805088e+002	(-3.04576187729915e+001dB,-1.20679981160677e-007°)
1.07151930523759e+002	(-3.04576187730058e+001dB,-1.23173331434397e-007°)
1.09647819614317e+002	(-3.04576187730196e+001dB,-1.25729662503626e-007°)
1.12201845430195e+002	(-3.04576187730328e+001dB,-1.28350461096898e-007°)
1.14815362149686e+002	(-3.04576187730456e+001dB,-1.31037241656863e-007°)
1.17489755493951e+002	(-3.04576187730578e+001dB,-1.33791547366371e-007°)
1.20226443461739e+002	(-3.04576187730696e+001dB,-1.36614951194082e-007°)
1.23026877081236e+002	(-3.04576187730809e+001dB,-1.39509056951927e-007°)
1.25892541179415e+002	(-3.04576187730917e+001dB,-1.42475500375191e-007°)
1.28824955169311e+002	(-3.04576187731021e+001dB,-1.45515950213324e-007°)
1.31825673855639e+002	(-3.04576187731121e+001dB,-1.48632109337696e-007°)
1.34896288259163e+002	(-3.04576187731217e+001dB,-1.51825715864703e-007°)
1.38038426460286e+002	(-3.04576187731310e+001dB,-1.55098544293898e-007°)
1.41253754462273e+002	(-3.04576187731398e+001dB,-1.58452406658619e-007°)
1.44543977074590e+002	(-3.04576187731483e+001dB,-1.61889153695355e-007°)
1.47910838816818e+002	(-3.04576187731564e+001dB,-1.65410676024817e-007°)
1.51356124843618e+002	(-3.04576187731642e+001dB,-1.69018905350923e-007°)
1.54881661891246e+002	(-3.04576187731717e+001dB,-1.72715815673488e-007°)
1.58489319246109e+002	(-3.04576187731789e+001dB,-1.76503424519519e-007°)
1.62181009735890e+002	(-3.04576187731857e+001dB,-1.80383794187887e-007°)
1.65958690743753e+002	(-3.04576187731923e+001dB,-1.84359033014876e-007°)
1.69824365246172e+002	(-3.04576187731986e+001dB,-1.88431296655311e-007°)
1.73780082874935e+002	(-3.04576187732047e+001dB,-1.92602789383148e-007°)
1.77827941003889e+002	(-3.04576187732104e+001dB,-1.96875765410196e-007°)
1.81970085860995e+002	(-3.04576187732160e+001dB,-2.01252530228012e-007°)
1.86208713666284e+002	(-3.04576187732213e+001dB,-2.05735441966254e-007°)
1.90546071796321e+002	(-3.04576187732264e+001dB,-2.10326912776299e-007°)
1.94984459975801e+002	(-3.04576187732312e+001dB,-2.15029410235339e-007°)
1.99526231496885e+002	(-3.04576187732359e+001dB,-2.19845458775692e-007°)
2.04173794466949e+002	(-3.04576187732403e+001dB,-2.24777641135880e-007°)
2.08929613085400e+002	(-3.04576187732446e+001dB,-2.29828599840160e-007°)
2.13796208950220e+002	(-3.04576187732487e+001dB,-2.35001038702729e-007°)
2.18776162394951e+002	(-3.04576187732526e+001dB,-2.40297724357615e-007°)
2.23872113856830e+002	(-3.04576187732563e+001dB,-2.45721487820110e-007°)
2.29086765276773e+002	(-3.04576187732599e+001dB,-2.51275226075372e-007°)
2.34422881531988e+002	(-3.04576187732633e+001dB,-2.56961903697846e-007°)
2.39883291901945e+002	(-3.04576187732666e+001dB,-2.62784554501136e-007°)
2.45470891568499e+002	(-3.04576187732697e+001dB,-2.68746283222318e-007°)
2.51188643150954e+002	(-3.04576187732727e+001dB,-2.74850267238927e-007°)
2.57039578276882e+002	(-3.04576187732756e+001dB,-2.81099758317902e-007°)
2.63026799189534e+002	(-3.04576187732783e+001dB,-2.87498084405147e-007°)
2.69153480392687e+002	(-3.04576187732809e+001dB,-2.94048651448450e-007°)
2.75422870333812e+002	(-3.04576187732834e+001dB,-3.00754945258311e-007°)
2.81838293126440e+002	(-3.04576187732858e+001dB,-3.07620533410358e-007°)
2.88403150312655e+002	(-3.04576187732881e+001dB,-3.14649067186081e-007°)
2.95120922666633e+002	(-3.04576187732903e+001dB,-3.21844283554731e-007°)
3.01995172040196e+002	(-3.04576187732924e+001dB,-3.29210007199927e-007°)
3.09029543251354e+002	(-3.04576187732944e+001dB,-3.36750152588207e-007°)
3.16227766016832e+002	(-3.04576187732963e+001dB,-3.44468726083621e-007°)
3.23593656929622e+002	(-3.04576187732981e+001dB,-3.52369828108818e-007°)
3.31131121482585e+002	(-3.04576187732998e+001dB,-3.60457655353223e-007°)
3.38844156139196e+002	(-3.04576187733015e+001dB,-3.68736503030819e-007°)
3.46736850452525e+002	(-3.04576187733031e+001dB,-3.77210767187519e-007°)
3.54813389233569e+002	(-3.04576187733046e+001dB,-3.85884947060828e-007°)
3.63078054770095e+002	(-3.04576187733060e+001dB,-3.94763647492330e-007°)
3.71535229097166e+002	(-3.04576187733074e+001dB,-4.03851581393764e-007°)
3.80189396320554e+002	(-3.04576187733087e+001dB,-4.13153572270009e-007°)
3.89045144994273e+002	(-3.04576187733100e+001dB,-4.22674556798520e-007°)
3.98107170553490e+002	(-3.04576187733112e+001dB,-4.32419587467349e-007°)
4.07380277804105e+002	(-3.04576187733124e+001dB,-4.42393835273773e-007°)
4.16869383470328e+002	(-3.04576187733134e+001dB,-4.52602592484242e-007°)
4.26579518801585e+002	(-3.04576187733145e+001dB,-4.63051275456726e-007°)
4.36515832240158e+002	(-3.04576187733155e+001dB,-4.73745427530078e-007°)
4.46683592150955e+002	(-3.04576187733164e+001dB,-4.84690721976864e-007°)
4.57088189614867e+002	(-3.04576187733174e+001dB,-4.95892965025636e-007°)
4.67735141287189e+002	(-3.04576187733182e+001dB,-5.07358098953392e-007°)
4.78630092322629e+002	(-3.04576187733191e+001dB,-5.19092205247599e-007°)
4.89778819368437e+002	(-3.04576187733198e+001dB,-5.31101507842805e-007°)
5.01187233627263e+002	(-3.04576187733206e+001dB,-5.43392376431219e-007°)
5.12861383991355e+002	(-3.04576187733213e+001dB,-5.55971329850346e-007°)
5.24807460249763e+002	(-3.04576187733220e+001dB,-5.68845039548442e-007°)
5.37031796370243e+002	(-3.04576187733226e+001dB,-5.82020333130993e-007°)
5.49540873857614e+002	(-3.04576187733233e+001dB,-5.95504197988784e-007°)
5.62341325190338e+002	(-3.04576187733239e+001dB,-6.09303785010672e-007°)
5.75439937337146e+002	(-3.04576187733244e+001dB,-6.23426412382179e-007°)
5.88843655355578e+002	(-3.04576187733249e+001dB,-6.37879569472737e-007°)
6.02559586074346e+002	(-3.04576187733255e+001dB,-6.52670920812641e-007°)
6.16595001861470e+002	(-3.04576187733259e+001dB,-6.67808310162880e-007°)
6.30957344480181e+002	(-3.04576187733264e+001dB,-6.83299764679816e-007°)
6.45654229034643e+002	(-3.04576187733268e+001dB,-6.99153499176051e-007°)
6.60693448007583e+002	(-3.04576187733272e+001dB,-7.15377920481265e-007°)
6.76082975391969e+002	(-3.04576187733276e+001dB,-7.31981631903695e-007°)
6.91830970918923e+002	(-3.04576187733280e+001dB,-7.48973437796628e-007°)
7.07945784384124e+002	(-3.04576187733284e+001dB,-7.66362348229831e-007°)
7.24435960074976e+002	(-3.04576187733287e+001dB,-7.84157583771127e-007°)
7.41310241300903e+002	(-3.04576187733290e+001dB,-8.02368580377907e-007°)
7.58577575029169e+002	(-3.04576187733293e+001dB,-8.21004994404417e-007°)
7.76247116628677e+002	(-3.04576187733296e+001dB,-8.40076707724005e-007°)
7.94328234724266e+002	(-3.04576187733298e+001dB,-8.59593832971471e-007°)
8.12830516164084e+002	(-3.04576187733301e+001dB,-8.79566718908149e-007°)
8.31763771102655e+002	(-3.04576187733303e+001dB,-9.00005955910665e-007°)
8.51138038202360e+002	(-3.04576187733305e+001dB,-9.20922381588726e-007°)
8.70963589956064e+002	(-3.04576187733307e+001dB,-9.42327086533644e-007°)
8.91250938133728e+002	(-3.04576187733309e+001dB,-9.64231420200550e-007°)
9.12010839355892e+002	(-3.04576187733311e+001dB,-9.86646996927906e-007°)
9.33254300796973e+002	(-3.04576187733312e+001dB,-1.00958570209718e-006°)
9.54992586021417e+002	(-3.04576187733314e+001dB,-1.03305969843681e-006°)
9.77237220955792e+002	(-3.04576187733315e+001dB,-1.05708143247189e-006°)
9.99999999999981e+002	(-3.04576187733316e+001dB,-1.08166364112525e-006°)
1.02329299228073e+003	(-3.04576187733317e+001dB,-1.10681935847231e-006°)
1.04712854805088e+003	(-3.04576187733318e+001dB,-1.13256192265240e-006°)
1.07151930523759e+003	(-3.04576187733319e+001dB,-1.15890498294305e-006°)
1.09647819614316e+003	(-3.04576187733320e+001dB,-1.18586250699679e-006°)
1.12201845430194e+003	(-3.04576187733320e+001dB,-1.21344878824948e-006°)
1.14815362149686e+003	(-3.04576187733321e+001dB,-1.24167845349869e-006°)
1.17489755493951e+003	(-3.04576187733321e+001dB,-1.27056647066038e-006°)
1.20226443461739e+003	(-3.04576187733322e+001dB,-1.30012815670554e-006°)
1.23026877081236e+003	(-3.04576187733322e+001dB,-1.33037918578294e-006°)
1.25892541179414e+003	(-3.04576187733322e+001dB,-1.36133559752965e-006°)
1.28824955169311e+003	(-3.04576187733322e+001dB,-1.39301380557690e-006°)
1.31825673855638e+003	(-3.04576187733321e+001dB,-1.42543060625267e-006°)
1.34896288259163e+003	(-3.04576187733321e+001dB,-1.45860318748854e-006°)
1.38038426460286e+003	(-3.04576187733321e+001dB,-1.49254913793312e-006°)
1.41253754462273e+003	(-3.04576187733320e+001dB,-1.52728645627861e-006°)
1.44543977074590e+003	(-3.04576187733319e+001dB,-1.56283356080415e-006°)
1.47910838816818e+003	(-3.04576187733319e+001dB,-1.59920929914200e-006°)
1.51356124843618e+003	(-3.04576187733318e+001dB,-1.63643295827106e-006°)
1.54881661891245e+003	(-3.04576187733317e+001dB,-1.67452427474384e-006°)
1.58489319246108e+003	(-3.04576187733316e+001dB,-1.71350344515072e-006°)
1.62181009735890e+003	(-3.04576187733314e+001dB,-1.75339113682981e-006°)
1.65958690743753e+003	(-3.04576187733313e+001dB,-1.79420849882427e-006°)
1.69824365246171e+003	(-3.04576187733312e+001dB,-1.83597717309705e-006°)
1.73780082874934e+003	(-3.04576187733310e+001dB,-1.87871930600484e-006°)
1.77827941003889e+003	(-3.04576187733308e+001dB,-1.92245756004235e-006°)
1.81970085860995e+003	(-3.04576187733306e+001dB,-1.96721512585666e-006°)
1.86208713666283e+003	(-3.04576187733304e+001dB,-2.01301573454477e-006°)
1.90546071796321e+003	(-3.04576187733302e+001dB,-2.05988367023543e-006°)
1.94984459975801e+003	(-3.04576187733300e+001dB,-2.10784378296565e-006°)
1.99526231496884e+003	(-3.04576187733297e+001dB,-2.15692150185679e-006°)
2.04173794466949e+003	(-3.04576187733294e+001dB,-2.20714284859707e-006°)
2.08929613085400e+003	(-3.04576187733291e+001dB,-2.25853445123918e-006°)
2.13796208950219e+003	(-3.04576187733288e+001dB,-2.31112355831895e-006°)
2.18776162394951e+003	(-3.04576187733285e+001dB,-2.36493805330244e-006°)
2.23872113856829e+003	(-3.04576187733282e+001dB,-2.42000646937099e-006°)
2.29086765276773e+003	(-3.04576187733278e+001dB,-2.47635800454984e-006°)
2.34422881531987e+003	(-3.04576187733274e+001dB,-2.53402253718917e-006°)
2.39883291901944e+003	(-3.04576187733270e+001dB,-2.59303064180620e-006°)
2.45470891568498e+003	(-3.04576187733266e+001dB,-2.65341360529590e-006°)
2.51188643150953e+003	(-3.04576187733262e+001dB,-2.71520344352126e-006°)
2.57039578276881e+003	(-3.04576187733257e+001dB,-2.77843291828612e-006°)
2.63026799189533e+003	(-3.04576187733252e+001dB,-2.84313555470867e-006°)
2.69153480392686e+003	(-3.04576187733247e+001dB,-2.90934565899512e-006°)
2.75422870333811e+003	(-3.04576187733241e+001dB,-2.97709833663021e-006°)
2.81838293126440e+003	(-3.04576187733235e+001dB,-3.04642951098953e-006°)
2.88403150312655e+003	(-3.04576187733229e+001dB,-3.11737594238841e-006°)
2.95120922666632e+003	(-3.04576187733223e+001dB,-3.18997524757210e-006°)
3.01995172040195e+003	(-3.04576187733216e+001dB,-3.26426591965928e-006°)
3.09029543251353e+003	(-3.04576187733209e+001dB,-3.34028734855328e-006°)
3.16227766016831e+003	(-3.04576187733202e+001dB,-3.41807984182798e-006°)
3.23593656929621e+003	(-3.04576187733194e+001dB,-3.49768464609573e-006°)
3.31131121482584e+003	(-3.04576187733186e+001dB,-3.57914396888137e-006°)
3.38844156139195e+003	(-3.04576187733177e+001dB,-3.66250100099801e-006°)
3.46736850452524e+003	(-3.04576187733169e+001dB,-3.74779993944867e-006°)
3.54813389233568e+003	(-3.04576187733159e+001dB,-3.83508601086043e-006°)
3.63078054770094e+003	(-3.04576187733149e+001dB,-3.92440549546329e-006°)
3.71535229097165e+003	(-3.04576187733139e+001dB,-4.01580575162963e-006°)
3.80189396320553e+003	(-3.04576187733128e+001dB,-4.10933524098335e-006°)
3.89045144994272e+003	(-3.04576187733117e+001dB,-4.20504355409378e-006°)
3.98107170553489e+003	(-3.04576187733105e+001dB,-4.30298143677250e-006°)
4.07380277804104e+003	(-3.04576187733092e+001dB,-4.40320081697677e-006°)
4.16869383470326e+003	(-3.04576187733079e+001dB,-4.50575483234359e-006°)
4.26579518801584e+003	(-3.04576187733066e+001dB,-4.61069785836126e-006°)
4.36515832240157e+003	(-3.04576187733051e+001dB,-4.71808553720613e-006°)
4.46683592150954e+003	(-3.04576187733036e+001dB,-4.82797480723715e-006°)
4.57088189614865e+003	(-3.04576187733021e+001dB,-4.94042393319139e-006°)
4.67735141287188e+003	(-3.04576187733004e+001dB,-5.05549253707302e-006°)
4.78630092322628e+003	(-3.04576187732987e+001dB,-5.17324162976748e-006°)
4.89778819368436e+003	(-3.04576187732969e+001dB,-5.29373364338931e-006°)
5.01187233627261e+003	(-3.04576187732950e+001dB,-5.41703246438599e-006°)
5.12861383991354e+003	(-3.04576187732930e+001dB,-5.54320346740797e-006°)
5.24807460249761e+003	(-3.04576187732909e+001dB,-5.67231354997539e-006°)
5.37031796370241e+003	(-3.04576187732887e+001dB,-5.80443116794456e-006°)
5.49540873857613e+003	(-3.04576187732864e+001dB,-5.93962637180503e-006°)
5.62341325190337e+003	(-3.04576187732841e+001dB,-6.07797084382345e-006°)
5.75439937337144e+003	(-3.04576187732816e+001dB,-6.21953793604624e-006°)
5.88843655355576e+003	(-3.04576187732789e+001dB,-6.36440270919434e-006°)
6.02559586074345e+003	(-3.04576187732762e+001dB,-6.51264197246203e-006°)
6.16595001861469e+003	(-3.04576187732733e+001dB,-6.66433432423873e-006°)
6.30957344480180e+003	(-3.04576187732703e+001dB,-6.81956019378670e-006°)
6.45654229034642e+003	(-3.04576187732671e+001dB,-6.97840188388287e-006°)
6.60693448007582e+003	(-3.04576187732638e+001dB,-7.14094361445802e-006°)
6.76082975391967e+003	(-3.04576187732604e+001dB,-7.30727156725010e-006°)
6.91830970918921e+003	(-3.04576187732567e+001dB,-7.47747393149940e-006°)
7.07945784384122e+003	(-3.04576187732529e+001dB,-7.65164095070748e-006°)
7.24435960074974e+003	(-3.04576187732490e+001dB,-7.82986497048497e-006°)
7.41310241300901e+003	(-3.04576187732448e+001dB,-8.01224048751489e-006°)
7.58577575029167e+003	(-3.04576187732405e+001dB,-8.19886419965484e-006°)
7.76247116628675e+003	(-3.04576187732359e+001dB,-8.38983505720640e-006°)
7.94328234724264e+003	(-3.04576187732311e+001dB,-8.58525431538296e-006°)
8.12830516164081e+003	(-3.04576187732261e+001dB,-8.78522558799399e-006°)
8.31763771102653e+003	(-3.04576187732209e+001dB,-8.98985490238068e-006°)
8.51138038202358e+003	(-3.04576187732154e+001dB,-9.19925075563493e-006°)
8.70963589956061e+003	(-3.04576187732096e+001dB,-9.41352417212628e-006°)
8.91250938133726e+003	(-3.04576187732036e+001dB,-9.63278876236409e-006°)
9.12010839355889e+003	(-3.04576187731973e+001dB,-9.85716078323952e-006°)
